MBLNR,MJAHR,MATNR,EBELN,EBELP,GR_DATE,GR_QTY,BWART
57426101,2025,M100225,45000000520,00002,2025-03-27,10,101
66153167,2025,M100225,45000000520,00002,2025-02-24,33,101
51693613,2025,M100408,45000000521,00001,2025-04-30,43,101
55117958,2025,M100176,45000000522,00001,2025-03-09,52,102
68076902,2025,M100195,45000000522,00002,2025-02-05,20,102
65389279,2025,M100195,45000000522,00002,2025-02-16,12,101
58111029,2025,M100195,45000000522,00002,2025-02-07,13,101
63413757,2025,M100235,45000000523,00001,2025-06-17,60,101
50950842,2025,M100341,45000000524,00001,2025-07-01,8,102
62268759,2025,M100341,45000000524,00001,2025-06-16,29,102
58951421,2025,M100040,45000000525,00001,2025-04-29,30,105
59173205,2025,M100040,45000000525,00001,2025-04-29,29,101
61438335,2025,M100201,45000000525,00002,2025-05-21,47,102
62459959,2025,M100201,45000000526,00001,2025-02-08,57,102
66317993,2025,M100091,45000000527,00001,2025-03-17,43,105
61584980,2025,M100406,45000000527,00002,2025-04-21,64,101
58520422,2025,M100441,45000000527,00003,2025-03-25,24,101
53693510,2025,M100441,45000000527,00003,2025-04-05,30,102
54069363,2025,M100438,45000000527,00004,2025-04-19,20,102
57738125,2025,M100438,45000000527,00004,2025-04-26,40,101
63743210,2025,M100090,45000000528,00001,2025-03-31,59,101
54500584,2025,M100256,45000000529,00001,2025-03-03,25,101
64514817,2025,M100256,45000000529,00001,2025-03-19,26,101
65374688,2025,M100470,45000000529,00002,2025-02-01,48,102
60549255,2025,M100151,45000000531,00001,2025-05-01,39,105
64093764,2025,M100158,45000000532,00001,2025-08-09,56,105
57240103,2025,M100060,45000000532,00002,2025-07-09,13,105
50804591,2025,M100060,45000000532,00002,2025-07-17,35,105
52638963,2025,M100478,45000000533,00001,2025-05-04,11,102
53222801,2025,M100478,45000000533,00001,2025-05-28,35,101
67228330,2025,M100091,45000000533,00002,2025-06-27,39,105
51283957,2025,M100371,45000000534,00001,2025-07-07,50,102
58156176,2025,M100193,45000000534,00002,2025-06-29,14,105
53821234,2025,M100193,45000000534,00002,2025-07-25,28,102
52972754,2025,M100259,45000000536,00001,2025-08-11,58,105
69994566,2025,M100307,45000000536,00002,2025-07-11,50,101
61209575,2025,M100279,45000000537,00002,2025-04-27,54,102
62757177,2025,M100289,45000000537,00003,2025-04-29,48,102
55237256,2025,M100363,45000000537,00004,2025-06-08,45,105
59743641,2025,M100229,45000000537,00005,2025-04-17,21,102
56481220,2025,M100229,45000000537,00005,2025-04-19,25,102
65640056,2025,M100261,45000000537,00006,2025-04-20,58,105
57447242,2025,M100081,45000000537,00007,2025-04-23,28,101
64879531,2025,M100081,45000000537,00007,2025-05-17,20,105
53464166,2025,M100085,45000000537,00008,2025-06-06,62,105
52665255,2025,M100478,45000000538,00001,2025-05-19,16,102
68934720,2025,M100478,45000000538,00001,2025-05-30,11,101
62714383,2025,M100478,45000000538,00001,2025-06-02,18,105
52294388,2025,M100105,45000000538,00002,2025-04-20,50,105
52818608,2025,M100097,45000000538,00003,2025-04-27,50,102
62262230,2025,M100491,45000000538,00004,2025-04-29,35,102
66904075,2025,M100204,45000000538,00005,2025-05-26,54,101
50545511,2025,M100429,45000000539,00001,2025-04-19,56,105
64378820,2025,M100013,45000000539,00002,2025-05-26,54,102
65999344,2025,M100064,45000000539,00003,2025-04-20,56,102
53336037,2025,M100272,45000000540,00001,2025-03-04,40,102
69860957,2025,M100156,45000000541,00001,2025-06-29,57,101
68371250,2025,M100278,45000000542,00001,2025-03-19,41,102
54817655,2025,M100222,45000000543,00001,2025-05-16,48,102
59733213,2025,M100458,45000000543,00002,2025-04-15,41,102
59924978,2025,M100358,45000000544,00001,2025-03-16,40,105
69667902,2025,M100428,45000000544,00003,2025-02-10,25,105
69059873,2025,M100428,45000000544,00003,2025-02-21,29,102
67112824,2025,M100464,45000000545,00001,2025-06-09,51,102
57199275,2025,M100424,45000000546,00001,2025-07-06,51,101
57373888,2025,M100218,45000000546,00002,2025-06-21,13,105
50922647,2025,M100218,45000000546,00002,2025-06-06,33,101
55281081,2025,M100474,45000000546,00003,2025-06-05,52,105
59327450,2025,M100254,45000000547,00001,2025-05-10,17,101
69005013,2025,M100254,45000000547,00001,2025-06-06,15,105
60539175,2025,M100254,45000000547,00001,2025-06-04,11,102
66660807,2025,M100028,45000000547,00002,2025-07-13,50,105
55260068,2025,M100352,45000000547,00003,2025-07-14,51,101
63563387,2025,M100472,45000000547,00004,2025-07-02,39,101
54349972,2025,M100336,45000000548,00001,2025-02-19,51,101
65153446,2025,M100375,45000000549,00002,2025-05-18,40,101
67403244,2025,M100190,45000000549,00003,2025-04-25,43,105
55570095,2025,M100319,45000000550,00001,2025-05-05,26,105
61301610,2025,M100319,45000000550,00001,2025-04-29,20,101
56029490,2025,M100392,45000000551,00001,2025-03-11,56,101
59241257,2025,M100399,45000000551,00002,2025-03-22,43,102
56499525,2025,M100003,45000000551,00003,2025-04-12,55,102
60836708,2025,M100434,45000000551,00004,2025-04-12,58,105
55210760,2025,M100222,45000000552,00001,2025-06-19,15,101
55371080,2025,M100222,45000000552,00001,2025-06-10,33,102
56422078,2025,M100181,45000000552,00002,2025-05-14,54,105
60073155,2025,M100122,45000000552,00003,2025-04-24,18,102
57595507,2025,M100122,45000000552,00003,2025-04-11,31,101
62759375,2025,M100381,45000000553,00001,2025-02-14,24,105
69701834,2025,M100381,45000000553,00001,2025-03-08,27,101
69251961,2025,M100457,45000000553,00003,2025-04-05,41,102
65240425,2025,M100114,45000000554,00001,2025-08-06,59,101
54200833,2025,M100300,45000000554,00003,2025-06-06,27,105
62695825,2025,M100300,45000000554,00003,2025-06-20,25,105
66314231,2025,M100443,45000000555,00001,2025-06-03,50,102
59712868,2025,M100247,45000000555,00002,2025-05-31,42,101
56643916,2025,M100331,45000000555,00004,2025-06-03,40,101
60470676,2025,M100015,45000000555,00005,2025-05-31,41,101
55253697,2025,M100260,45000000557,00001,2025-04-04,43,102
60392402,2025,M100394,45000000557,00002,2025-04-02,46,102
50045753,2025,M100381,45000000557,00003,2025-03-21,53,105
59929165,2025,M100445,45000000557,00004,2025-04-18,19,105
65393810,2025,M100445,45000000557,00004,2025-04-26,31,105
58813947,2025,M100398,45000000557,00005,2025-03-28,64,102
65898132,2025,M100011,45000000558,00001,2025-04-22,64,101
59019203,2025,M100243,45000000558,00003,2025-03-29,41,101
57207309,2025,M100010,45000000559,00001,2025-07-11,54,102
65092031,2025,M100429,45000000560,00001,2025-08-15,45,101
57675890,2025,M100186,45000000561,00001,2025-03-19,51,102
63573455,2025,M100122,45000000561,00002,2025-03-14,10,102
62928802,2025,M100122,45000000561,00002,2025-02-28,6,101
55631429,2025,M100122,45000000561,00002,2025-03-10,28,102
52193373,2025,M100485,45000000562,00001,2025-04-02,41,105
63306930,2025,M100069,45000000562,00002,2025-04-07,44,101
67911873,2025,M100093,45000000563,00001,2025-05-10,6,105
61149710,2025,M100093,45000000563,00001,2025-05-30,27,102
57578584,2025,M100180,45000000563,00002,2025-05-21,41,102
64791207,2025,M100055,45000000564,00001,2025-02-23,12,102
60076852,2025,M100055,45000000564,00001,2025-03-27,16,105
69591701,2025,M100055,45000000564,00001,2025-03-18,29,105
52326542,2025,M100157,45000000565,00001,2025-05-26,54,102
53574341,2025,M100324,45000000565,00002,2025-05-06,55,101
64915474,2025,M100347,45000000567,00001,2025-04-20,47,102
60509202,2025,M100353,45000000567,00003,2025-04-09,38,105
53464945,2025,M100453,45000000567,00005,2025-03-22,20,101
64842794,2025,M100453,45000000567,00005,2025-03-24,33,101
59329205,2025,M100085,45000000568,00001,2025-03-13,30,105
55711675,2025,M100085,45000000568,00001,2025-03-11,21,101
61213474,2025,M100295,45000000569,00001,2025-04-28,44,105
57828031,2025,M100260,45000000570,00001,2025-03-31,53,105
61490485,2025,M100362,45000000570,00002,2025-06-02,39,102
50889652,2025,M100153,45000000571,00001,2025-08-06,28,101
50042355,2025,M100153,45000000571,00001,2025-07-21,9,101
69651709,2025,M100153,45000000571,00001,2025-07-26,19,105
57195490,2025,M100339,45000000571,00002,2025-06-28,47,105
65312968,2025,M100099,45000000572,00001,2025-04-28,43,101
64346932,2025,M100298,45000000572,00002,2025-04-28,52,105
56579222,2025,M100422,45000000573,00001,2025-05-25,54,105
61058516,2025,M100436,45000000574,00001,2025-04-17,17,105
55148385,2025,M100436,45000000574,00001,2025-03-30,33,102
53103408,2025,M100376,45000000574,00002,2025-03-04,43,102
56736327,2025,M100241,45000000574,00003,2025-04-16,11,101
63103573,2025,M100241,45000000574,00003,2025-05-01,15,102
64442535,2025,M100241,45000000574,00003,2025-04-03,12,101
66028648,2025,M100098,45000000575,00001,2025-07-11,56,101
53974265,2025,M100500,45000000576,00001,2025-08-20,49,105
63193652,2025,M100304,45000000576,00002,2025-08-05,40,105
62448507,2025,M100270,45000000576,00003,2025-08-13,49,102
50522627,2025,M100094,45000000576,00004,2025-08-02,55,101
62100373,2025,M100429,45000000577,00002,2025-07-24,53,102
54439931,2025,M100356,45000000578,00001,2025-08-22,15,102
68153163,2025,M100356,45000000578,00001,2025-08-13,35,102
54232662,2025,M100282,45000000578,00002,2025-07-31,15,105
61048369,2025,M100282,45000000578,00002,2025-07-25,30,101
50237833,2025,M100061,45000000578,00003,2025-08-05,47,101
51858337,2025,M100474,45000000578,00004,2025-08-17,21,101
64231521,2025,M100474,45000000578,00004,2025-08-30,24,101
58654460,2025,M100017,45000000579,00001,2025-08-19,14,102
52748130,2025,M100017,45000000579,00001,2025-08-22,38,101
54695327,2025,M100303,45000000580,00002,2025-03-11,52,105
62598615,2025,M100409,45000000580,00003,2025-03-07,53,105
56598215,2025,M100095,45000000580,00004,2025-03-01,19,105
52468813,2025,M100095,45000000580,00004,2025-02-17,32,101
66568850,2025,M100145,45000000580,00005,2025-03-27,43,105
64059002,2025,M100116,45000000582,00001,2025-03-07,33,101
52409936,2025,M100116,45000000582,00001,2025-02-20,6,105
54687860,2025,M100116,45000000582,00001,2025-02-20,18,101
63342424,2025,M100166,45000000582,00002,2025-03-25,18,102
66129355,2025,M100166,45000000582,00002,2025-02-27,19,102
50974949,2025,M100047,45000000582,00003,2025-01-22,49,101
64641877,2025,M100246,45000000583,00001,2025-07-30,38,105
69832512,2025,M100195,45000000584,00001,2025-09-08,52,101
50501656,2025,M100224,45000000585,00001,2025-08-16,42,101
57654301,2025,M100197,45000000585,00002,2025-07-08,27,105
61518881,2025,M100197,45000000585,00002,2025-07-15,30,101
65240891,2025,M100463,45000000585,00003,2025-07-02,62,101
58725384,2025,M100169,45000000586,00001,2025-05-21,16,105
55550434,2025,M100169,45000000586,00001,2025-05-26,27,101
58661680,2025,M100286,45000000587,00001,2025-06-09,26,102
58331987,2025,M100286,45000000587,00001,2025-06-16,8,105
68190816,2025,M100286,45000000587,00001,2025-06-10,18,102
57467970,2025,M100246,45000000588,00001,2025-04-21,9,101
64297063,2025,M100246,45000000588,00001,2025-04-16,34,102
66766550,2025,M100417,45000000589,00001,2025-03-20,20,102
61205290,2025,M100417,45000000589,00001,2025-03-24,43,102
63041146,2025,M100444,45000000590,00001,2025-02-08,54,105
55762317,2025,M100442,45000000591,00001,2025-06-01,34,102
58940465,2025,M100350,45000000591,00002,2025-06-06,51,102
63315639,2025,M100172,45000000591,00004,2025-06-21,45,102
60871665,2025,M100202,45000000592,00001,2025-05-29,56,105
55879041,2025,M100074,45000000592,00002,2025-06-18,57,105
65717134,2025,M100354,45000000592,00003,2025-06-18,64,101
62046141,2025,M100343,45000000593,00001,2025-03-31,20,102
52263180,2025,M100343,45000000593,00001,2025-04-08,13,105
58551544,2025,M100343,45000000593,00001,2025-03-28,14,105
52160590,2025,M100311,45000000594,00001,2025-04-21,52,102
67706876,2025,M100208,45000000595,00001,2025-02-18,12,102
63185041,2025,M100208,45000000595,00001,2025-01-29,28,105
64464935,2025,M100208,45000000595,00001,2025-02-18,21,101
55381047,2025,M100101,45000000596,00001,2025-06-12,41,101
58363264,2025,M100489,45000000596,00002,2025-04-22,18,101
54904076,2025,M100489,45000000596,00002,2025-05-22,37,105
57488397,2025,M100032,45000000596,00004,2025-05-12,24,101
65827733,2025,M100032,45000000596,00004,2025-05-11,7,105
67608157,2025,M100032,45000000596,00004,2025-06-06,30,101
64319661,2025,M100139,45000000596,00005,2025-06-14,49,102
55011216,2025,M100473,45000000597,00001,2025-02-26,54,101
65072285,2025,M100348,45000000597,00002,2025-02-12,55,101
58502166,2025,M100306,45000000597,00003,2025-02-22,47,105
66443575,2025,M100486,45000000598,00001,2025-04-07,53,105
60947037,2025,M100143,45000000598,00002,2025-04-13,21,101
60980279,2025,M100143,45000000598,00002,2025-04-10,27,102
50614729,2025,M100407,45000000598,00003,2025-04-09,60,102
68044438,2025,M100115,45000000599,00002,2025-04-04,45,102
56979027,2025,M100246,45000000599,00003,2025-02-06,47,105
65159785,2025,M100007,45000000599,00004,2025-03-19,58,101
67748519,2025,M100465,45000000599,00005,2025-02-09,58,101
59215994,2025,M100352,45000000599,00006,2025-02-28,23,101
56868974,2025,M100352,45000000599,00006,2025-03-12,8,105
64587420,2025,M100352,45000000599,00006,2025-02-18,18,105
53753305,2025,M100176,45000000600,00001,2025-05-03,33,102
64160871,2025,M100176,45000000600,00001,2025-05-27,8,102
68728466,2025,M100176,45000000600,00001,2025-05-26,20,102
56923665,2025,M100491,45000000600,00002,2025-06-22,56,101
52156798,2025,M100199,45000000600,00003,2025-05-27,37,101
69471128,2025,M100041,45000000601,00001,2025-08-18,59,102
59735813,2025,M100346,45000000601,00002,2025-07-22,44,105
53187123,2025,M100346,45000000601,00003,2025-07-17,60,102
55702790,2025,M100210,45000000602,00001,2025-04-22,43,105
53993490,2025,M100096,45000000603,00001,2025-04-13,42,102
63948655,2025,M100292,45000000603,00002,2025-03-12,21,101
54099312,2025,M100292,45000000603,00002,2025-02-26,28,102
58205476,2025,M100466,45000000603,00003,2025-04-23,13,105
54468078,2025,M100466,45000000603,00003,2025-04-10,38,105
60884292,2025,M100099,45000000604,00001,2025-06-28,58,105
64933522,2025,M100326,45000000604,00002,2025-07-05,57,105
51921526,2025,M100289,45000000604,00003,2025-08-02,49,105
56659792,2025,M100307,45000000605,00002,2025-05-11,24,105
53573779,2025,M100307,45000000605,00002,2025-05-23,3,101
61059945,2025,M100307,45000000605,00002,2025-05-07,15,101
56092711,2025,M100040,45000000606,00001,2025-03-04,47,102
63484383,2025,M100178,45000000606,00002,2025-03-20,40,101
50626830,2025,M100257,45000000606,00003,2025-03-24,23,101
62037464,2025,M100257,45000000606,00003,2025-03-08,10,105
50234648,2025,M100257,45000000606,00003,2025-04-08,25,105
52261802,2025,M100121,45000000606,00004,2025-04-23,49,102
62347231,2025,M100437,45000000606,00005,2025-03-25,53,105
62229428,2025,M100028,45000000606,00006,2025-04-02,40,105
64863092,2025,M100340,45000000607,00002,2025-05-25,19,102
66640494,2025,M100340,45000000607,00002,2025-05-31,28,105
65073085,2025,M100274,45000000607,00003,2025-06-24,27,105
50614765,2025,M100274,45000000607,00003,2025-07-02,32,105
54791439,2025,M100323,45000000607,00004,2025-06-07,56,102
63054506,2025,M100330,45000000608,00002,2025-04-09,10,101
67804213,2025,M100330,45000000608,00002,2025-04-25,34,105
55633344,2025,M100497,45000000609,00001,2025-06-21,23,101
56758451,2025,M100497,45000000609,00001,2025-06-22,10,102
69968668,2025,M100497,45000000609,00001,2025-07-18,10,102
64516417,2025,M100098,45000000609,00002,2025-07-21,13,105
67031803,2025,M100098,45000000609,00002,2025-07-13,8,105
69686772,2025,M100098,45000000609,00002,2025-08-11,24,105
59420852,2025,M100009,45000000609,00003,2025-07-24,60,102
69944554,2025,M100348,45000000609,00005,2025-07-17,19,101
53527662,2025,M100348,45000000609,00005,2025-07-16,26,105
57392937,2025,M100234,45000000610,00002,2025-05-09,39,101
61836857,2025,M100363,45000000611,00001,2025-08-16,47,101
53520309,2025,M100417,45000000611,00002,2025-08-05,19,105
57880327,2025,M100417,45000000611,00002,2025-07-20,34,105
69074784,2025,M100085,45000000612,00001,2025-03-20,41,101
69709387,2025,M100372,45000000613,00001,2025-09-10,51,102
60490220,2025,M100001,45000000613,00002,2025-08-19,29,102
60392037,2025,M100001,45000000613,00002,2025-08-16,15,102
51450050,2025,M100001,45000000613,00002,2025-08-07,13,102
54544535,2025,M100339,45000000613,00003,2025-08-04,29,102
57793338,2025,M100339,45000000613,00003,2025-08-15,9,102
61900296,2025,M100339,45000000613,00003,2025-08-22,22,105
58371349,2025,M100269,45000000614,00001,2025-03-07,49,102
67304849,2025,M100202,45000000614,00002,2025-03-16,27,102
69203257,2025,M100202,45000000614,00002,2025-03-06,8,102
66987990,2025,M100202,45000000614,00002,2025-03-26,14,102
68527549,2025,M100216,45000000614,00003,2025-03-05,20,101
66003831,2025,M100216,45000000614,00003,2025-02-26,41,105
66401597,2025,M100075,45000000615,00001,2025-05-25,20,105
51905528,2025,M100075,45000000615,00001,2025-05-19,24,102
65626021,2025,M100337,45000000615,00002,2025-06-23,49,102
50857000,2025,M100421,45000000615,00003,2025-06-12,18,105
67938249,2025,M100421,45000000615,00003,2025-05-31,15,101
69591366,2025,M100421,45000000615,00003,2025-06-24,25,101
60789321,2025,M100172,45000000616,00001,2025-05-29,59,102
61410773,2025,M100497,45000000617,00001,2025-07-13,19,101
51450156,2025,M100497,45000000617,00001,2025-07-08,12,105
57523182,2025,M100497,45000000617,00001,2025-06-28,15,101
55322471,2025,M100238,45000000617,00002,2025-07-29,12,102
61107005,2025,M100238,45000000617,00002,2025-07-19,8,101
65115946,2025,M100238,45000000617,00002,2025-07-22,17,101
54686013,2025,M100122,45000000617,00003,2025-07-15,42,101
59798538,2025,M100284,45000000618,00001,2025-04-16,57,102
69634713,2025,M100322,45000000619,00001,2025-06-03,72,101
65149308,2025,M100085,45000000619,00002,2025-07-02,58,101
65779424,2025,M100407,45000000620,00001,2025-04-04,49,102
58907659,2025,M100314,45000000620,00002,2025-05-31,47,102
55372649,2025,M100192,45000000620,00003,2025-04-15,13,101
53128742,2025,M100192,45000000620,00003,2025-04-05,42,105
64041723,2025,M100032,45000000621,00001,2025-01-07,42,102
55665999,2025,M100302,45000000621,00002,2025-02-10,26,101
50886330,2025,M100302,45000000621,00002,2025-02-19,22,102
58332651,2025,M100118,45000000621,00003,2025-03-23,45,105
60866335,2025,M100178,45000000621,00004,2025-02-17,64,102
57121793,2025,M100054,45000000622,00001,2025-07-11,51,105
66350691,2025,M100287,45000000623,00001,2025-08-21,47,105
57787541,2025,M100295,45000000624,00001,2025-03-12,53,105
69346088,2025,M100469,45000000625,00001,2025-06-10,47,105
51186674,2025,M100255,45000000626,00001,2025-07-24,40,101
63432087,2025,M100482,45000000627,00001,2025-08-16,45,105
64230060,2025,M100414,45000000628,00001,2025-02-05,46,105
68932543,2025,M100137,45000000628,00002,2025-03-03,11,102
50783958,2025,M100137,45000000628,00002,2025-03-15,18,102
65364962,2025,M100137,45000000628,00002,2025-02-26,14,105
50797152,2025,M100185,45000000629,00001,2025-06-07,53,105
55792953,2025,M100231,45000000630,00001,2025-05-27,40,101
58484285,2025,M100176,45000000630,00002,2025-05-05,57,102
55489162,2025,M100285,45000000631,00001,2025-07-18,57,101
57758151,2025,M100213,45000000631,00002,2025-07-02,25,105
55286544,2025,M100213,45000000631,00002,2025-06-24,28,105
50082022,2025,M100247,45000000632,00002,2025-04-29,46,102
55816201,2025,M100255,45000000633,00001,2025-04-04,59,102
54876050,2025,M100290,45000000633,00002,2025-04-08,40,105
56101238,2025,M100074,45000000633,00003,2025-03-29,51,102
66475076,2025,M100343,45000000634,00001,2025-04-05,55,105
54875235,2025,M100446,45000000635,00001,2025-02-21,27,101
56493308,2025,M100446,45000000635,00001,2025-03-08,23,101
52655842,2025,M100496,45000000636,00001,2025-06-13,51,101
59768912,2025,M100117,45000000636,00002,2025-05-11,51,102
69447808,2025,M100407,45000000637,00001,2025-04-06,48,102
69054494,2025,M100105,45000000637,00002,2025-03-08,16,102
64313882,2025,M100105,45000000637,00002,2025-02-06,29,102
61497132,2025,M100284,45000000638,00001,2025-02-14,67,101
58409023,2025,M100428,45000000638,00002,2025-03-05,60,102
50120914,2025,M100252,45000000638,00003,2025-03-16,10,105
66057516,2025,M100252,45000000638,00003,2025-03-17,14,102
51773611,2025,M100252,45000000638,00003,2025-03-29,26,102
65225668,2025,M100163,45000000639,00001,2025-06-19,24,101
67530602,2025,M100163,45000000639,00001,2025-06-06,9,101
67201663,2025,M100163,45000000639,00001,2025-05-26,28,101
58628774,2025,M100149,45000000639,00003,2025-06-29,42,101
66531986,2025,M100360,45000000640,00001,2025-03-20,59,101
63348429,2025,M100248,45000000640,00002,2025-02-08,16,105
56753325,2025,M100248,45000000640,00002,2025-03-10,6,101
62683538,2025,M100248,45000000640,00002,2025-03-03,28,102
54843422,2025,M100232,45000000640,00005,2025-02-21,47,102
55845188,2025,M100343,45000000641,00001,2025-07-08,51,102
62518508,2025,M100394,45000000642,00001,2025-08-13,55,105
50604172,2025,M100104,45000000643,00001,2025-05-09,49,101
68661782,2025,M100258,45000000644,00001,2025-06-07,50,101
65813569,2025,M100398,45000000644,00002,2025-06-19,53,101
53448446,2025,M100124,45000000644,00003,2025-06-20,20,102
51322366,2025,M100124,45000000644,00003,2025-06-05,31,102
65814056,2025,M100355,45000000645,00001,2025-03-28,40,102
68386883,2025,M100364,45000000646,00001,2025-06-29,40,105
65200550,2025,M100190,45000000646,00002,2025-06-14,48,105
51802160,2025,M100280,45000000647,00001,2025-08-29,11,102
69147833,2025,M100280,45000000647,00001,2025-08-07,8,101
65736419,2025,M100280,45000000647,00001,2025-08-06,30,101
50942109,2025,M100212,45000000648,00001,2025-07-13,47,105
61677465,2025,M100067,45000000649,00001,2025-07-08,58,105
55893003,2025,M100206,45000000650,00001,2025-03-06,63,101
65792996,2025,M100077,45000000650,00002,2025-02-26,17,102
65458942,2025,M100077,45000000650,00002,2025-03-17,6,105
57719806,2025,M100077,45000000650,00002,2025-03-08,16,105
60376107,2025,M100437,45000000650,00003,2025-04-12,36,102
62870736,2025,M100109,45000000650,00004,2025-03-11,49,105
55562100,2025,M100408,45000000651,00001,2025-08-02,49,101
61717943,2025,M100340,45000000652,00001,2025-06-09,56,105
53117732,2025,M100414,45000000653,00001,2025-04-04,48,101
64218646,2025,M100091,45000000653,00002,2025-03-09,26,102
53865882,2025,M100091,45000000653,00002,2025-03-23,7,105
50161010,2025,M100091,45000000653,00002,2025-03-19,15,105
65361389,2025,M100148,45000000653,00003,2025-03-03,45,102
67480684,2025,M100469,45000000654,00001,2025-07-17,45,102
52645457,2025,M100135,45000000655,00001,2025-05-01,46,102
51956628,2025,M100270,45000000656,00001,2025-08-17,48,101
59504006,2025,M100019,45000000656,00003,2025-08-19,56,105
58909819,2025,M100032,45000000656,00004,2025-07-30,36,102
57016222,2025,M100103,45000000657,00001,2025-05-29,55,101
64809984,2025,M100408,45000000657,00002,2025-05-07,14,105
53260524,2025,M100408,45000000657,00002,2025-04-23,42,101
52376335,2025,M100321,45000000657,00003,2025-06-12,14,105
64236839,2025,M100321,45000000657,00003,2025-05-26,9,105
57461582,2025,M100321,45000000657,00003,2025-05-30,18,101
53952190,2025,M100313,45000000658,00001,2025-08-01,53,105
56662555,2025,M100455,45000000659,00001,2025-07-03,49,105
51338257,2025,M100059,45000000659,00002,2025-05-05,31,101
64045586,2025,M100059,45000000659,00002,2025-05-14,12,102
61615382,2025,M100059,45000000659,00002,2025-05-14,15,105
61136120,2025,M100080,45000000660,00002,2025-07-07,14,102
67349038,2025,M100080,45000000660,00002,2025-07-17,14,102
54728031,2025,M100080,45000000660,00002,2025-07-13,14,101
68113769,2025,M100382,45000000661,00002,2025-05-16,45,102
55855413,2025,M100363,45000000661,00003,2025-06-09,51,105
66165819,2025,M100142,45000000662,00001,2025-03-04,36,105
56047775,2025,M100409,45000000663,00001,2025-07-04,46,101
66744886,2025,M100011,45000000663,00002,2025-05-19,44,102
56070976,2025,M100341,45000000664,00001,2025-07-14,25,102
64356515,2025,M100341,45000000664,00001,2025-07-20,24,105
65469404,2025,M100392,45000000665,00002,2025-08-20,41,102
58656453,2025,M100020,45000000666,00001,2025-06-12,61,102
53877102,2025,M100142,45000000667,00001,2025-03-11,14,105
69503333,2025,M100142,45000000667,00001,2025-03-04,15,105
63956927,2025,M100142,45000000667,00001,2025-03-09,17,101
65222922,2025,M100427,45000000668,00001,2025-03-10,15,102
69509447,2025,M100427,45000000668,00001,2025-02-15,24,101
62645890,2025,M100427,45000000668,00001,2025-02-27,17,101
59354975,2025,M100498,45000000668,00002,2025-01-18,58,105
64157699,2025,M100302,45000000669,00001,2025-02-20,46,105
52345638,2025,M100077,45000000669,00002,2025-03-15,46,102
58052808,2025,M100262,45000000669,00003,2025-03-26,17,101
50947002,2025,M100262,45000000669,00003,2025-04-16,19,105
51015222,2025,M100252,45000000670,00001,2025-04-28,32,102
65083075,2025,M100229,45000000672,00001,2025-07-22,46,105
55914333,2025,M100285,45000000672,00003,2025-08-12,49,105
55434176,2025,M100393,45000000672,00004,2025-07-09,17,102
61815989,2025,M100393,45000000672,00004,2025-07-24,9,102
52101414,2025,M100393,45000000672,00004,2025-07-17,15,101
66493437,2025,M100224,45000000673,00001,2025-07-14,46,105
68105511,2025,M100428,45000000674,00001,2025-08-05,53,101
61633886,2025,M100196,45000000675,00002,2025-07-08,49,105
61866169,2025,M100207,45000000676,00002,2025-06-03,35,102
50963761,2025,M100453,45000000676,00003,2025-05-21,16,101
55906270,2025,M100453,45000000676,00003,2025-06-18,25,102
62791812,2025,M100199,45000000677,00001,2025-08-07,20,102
60606516,2025,M100199,45000000677,00001,2025-07-07,12,105
63090029,2025,M100199,45000000677,00001,2025-07-22,10,105
55245198,2025,M100236,45000000677,00003,2025-08-23,18,105
65066192,2025,M100236,45000000677,00003,2025-08-30,26,101
57389333,2025,M100254,45000000677,00004,2025-07-18,54,105
53059185,2025,M100476,45000000678,00001,2025-04-13,55,105
50562727,2025,M100149,45000000679,00001,2025-08-05,45,101
66123917,2025,M100431,45000000680,00002,2025-06-12,27,105
68172360,2025,M100431,45000000680,00002,2025-06-28,6,105
56246244,2025,M100431,45000000680,00002,2025-06-25,20,102
50975100,2025,M100152,45000000681,00001,2025-04-17,60,105
65060430,2025,M100357,45000000681,00002,2025-05-16,55,105
50243375,2025,M100141,45000000681,00003,2025-04-25,56,102
58924129,2025,M100083,45000000681,00004,2025-05-08,59,105
61479747,2025,M100208,45000000682,00001,2025-03-30,18,102
56471905,2025,M100208,45000000682,00001,2025-03-18,29,105
51226437,2025,M100465,45000000683,00001,2025-05-22,21,101
61092815,2025,M100465,45000000683,00001,2025-05-10,33,101
57325738,2025,M100427,45000000684,00001,2025-06-09,40,101
55711476,2025,M100036,45000000684,00003,2025-07-12,55,105
50759846,2025,M100491,45000000685,00001,2025-07-15,29,102
51401193,2025,M100491,45000000685,00001,2025-06-27,11,105
61108777,2025,M100491,45000000685,00001,2025-06-26,11,102
57480347,2025,M100004,45000000686,00001,2025-03-13,29,105
65373075,2025,M100004,45000000686,00001,2025-03-08,21,105
59837209,2025,M100004,45000000686,00001,2025-02-10,17,101
62069029,2025,M100255,45000000687,00001,2025-07-08,42,105
65442914,2025,M100372,45000000687,00002,2025-08-16,18,101
63118916,2025,M100372,45000000687,00002,2025-08-31,34,102
67277152,2025,M100484,45000000688,00001,2025-04-07,47,105
57659272,2025,M100431,45000000689,00002,2025-07-03,39,101
55470540,2025,M100456,45000000689,00003,2025-07-05,51,102
64686884,2025,M100304,45000000689,00004,2025-07-05,50,101
58783556,2025,M100041,45000000690,00001,2025-02-15,14,102
55357296,2025,M100041,45000000690,00001,2025-02-22,36,102
