EBELN,EBELP,MATNR,ORDER_QTY,NETPR,LINE_NETWR,WERKS,SCHEDULED_DATE,BSTYP
45000000402,00001,M100215,48,12.29,589.92,PL04,2025-06-12,
45000000402,00002,M100475,42,15.28,641.76,PL01,2025-06-03,
45000000402,00003,M100152,59,49.84,2940.56,PL01,2025-05-02,
45000000403,00001,M100251,50,26.89,1344.5,PL01,2025-03-21,
45000000403,00002,M100209,49,8.19,401.31,PL04,2025-02-03,
45000000403,00003,M100179,45,25.73,1157.85,PL03,2025-01-24,
45000000403,00004,M100186,45,108.47,4881.15,PL04,2025-03-06,
45000000404,00001,M100048,41,132.81,5445.21,PL04,2025-07-06,
45000000405,00001,M100152,40,6.03,241.2,PL03,2025-01-24,
45000000406,00001,M100143,53,3.87,205.11,PL01,2025-04-08,
45000000406,00002,M100285,60,66.66,3999.6,PL04,2025-03-30,
45000000407,00001,M100240,60,3.75,225.0,PL02,2025-04-20,
45000000407,00002,M100324,40,6.5,260.0,PL04,2025-04-27,
45000000407,00003,M100254,48,294.37,14129.76,PL03,2025-03-29,
45000000408,00001,M100276,47,660.49,31043.03,PL04,2025-02-07,
45000000409,00001,M100431,40,543.08,21723.2,PL03,2025-02-16,
45000000409,00002,M100090,34,15.66,532.44,PL01,2025-03-23,
45000000409,00003,M100332,40,86.42,3456.8,PL04,2025-03-28,
45000000410,00001,M100044,52,93.32,4852.64,PL04,2025-04-04,
45000000410,00002,M100361,61,37.19,2268.59,PL03,2025-04-04,
45000000410,00003,M100183,53,118.57,6284.21,PL04,2025-04-03,
45000000410,00004,M100035,45,9.92,446.4,PL03,2025-04-25,
45000000410,00005,M100324,44,55.77,2453.88,PL04,2025-04-25,
45000000410,00006,M100109,39,25.34,988.26,PL04,2025-03-29,
45000000411,00001,M100418,47,129.38,6080.86,PL01,2025-04-06,
45000000412,00001,M100158,49,49.07,2404.43,PL02,2025-02-08,
45000000413,00001,M100021,46,10.31,474.26,PL02,2025-07-08,
45000000414,00001,M100171,43,64.19,2760.17,PL01,2025-05-22,
45000000414,00002,M100038,54,13.94,752.76,PL01,2025-05-01,
45000000414,00003,M100175,56,53.23,2980.88,PL03,2025-04-10,
45000000414,00004,M100272,40,348.14,13925.6,PL01,2025-04-29,
45000000414,00005,M100384,51,19.63,1001.13,PL01,2025-04-12,
45000000415,00001,M100488,45,6.45,290.25,PL02,2025-05-29,
45000000415,00002,M100083,56,1.85,103.6,PL04,2025-04-28,
45000000416,00001,M100022,54,38.95,2103.3,PL04,2025-03-25,
45000000416,00002,M100207,39,95.29,3716.31,PL02,2025-05-04,
45000000417,00001,M100153,45,33.73,1517.85,PL03,2025-05-28,
45000000417,00002,M100044,50,11.99,599.5,PL02,2025-05-07,
45000000417,00003,M100037,53,6.42,340.26,PL02,2025-05-19,
45000000418,00001,M100169,51,70.97,3619.47,PL03,2025-03-12,
45000000418,00002,M100073,51,2.4,122.4,PL03,2025-03-13,
45000000419,00001,M100010,51,0.32,16.32,PL01,2025-01-11,
45000000420,00001,M100499,46,82.45,3792.7,PL02,2025-05-16,
45000000420,00002,M100217,42,322.33,13537.86,PL04,2025-05-31,
45000000421,00001,M100391,51,17.53,894.03,PL03,2025-03-18,
45000000421,00002,M100456,54,63.88,3449.52,PL02,2025-02-02,
45000000421,00003,M100366,46,183.99,8463.54,PL03,2025-03-07,
45000000421,00004,M100378,46,34.25,1575.5,PL01,2025-02-02,
45000000421,00005,M100218,58,299.68,17381.44,PL02,2025-02-13,
45000000421,00006,M100200,55,12.09,664.95,PL04,2025-02-01,
45000000422,00001,M100304,56,3.76,210.56,PL01,2025-02-18,
45000000422,00002,M100125,53,21.72,1151.16,PL04,2025-02-03,
45000000422,00003,M100436,39,14.88,580.32,PL03,2025-01-08,
45000000423,00001,M100358,49,105.62,5175.38,PL02,2025-02-19,
45000000424,00001,M100500,64,7.43,475.52,PL01,2025-05-10,
45000000425,00001,M100313,31,53.39,1655.09,PL01,2025-05-21,
45000000426,00001,M100082,38,52.93,2011.34,PL03,2025-05-21,
45000000426,00002,M100075,51,76.26,3889.26,PL01,2025-05-22,
45000000427,00001,M100239,46,32.94,1515.24,PL02,2025-04-12,
45000000427,00002,M100185,46,2.6,119.6,PL01,2025-03-15,
45000000428,00001,M100442,44,1.07,47.08,PL01,2025-07-14,
45000000428,00002,M100386,47,31.86,1497.42,PL03,2025-07-31,
45000000428,00003,M100170,44,36.19,1592.36,PL02,2025-07-11,
45000000429,00001,M100315,47,11.06,519.82,PL02,2025-05-05,
45000000429,00002,M100318,53,80.47,4264.91,PL02,2025-05-06,
45000000430,00001,M100213,51,17.27,880.77,PL01,2025-01-23,
45000000430,00002,M100409,41,7.33,300.53,PL03,2025-03-09,
45000000430,00003,M100171,42,22.44,942.48,PL03,2025-02-14,
45000000431,00001,M100139,54,19.93,1076.22,PL04,2025-06-05,
45000000431,00002,M100269,51,85.1,4340.1,PL03,2025-05-23,
45000000431,00003,M100233,47,8.92,419.24,PL03,2025-05-31,
45000000432,00001,M100160,47,7.56,355.32,PL04,2025-06-28,
45000000432,00002,M100399,46,45.1,2074.6,PL03,2025-07-11,
45000000432,00003,M100032,42,8.74,367.08,PL01,2025-08-03,
45000000433,00001,M100038,49,76.03,3725.47,PL03,2025-04-22,
45000000433,00002,M100478,61,85.88,5238.68,PL03,2025-05-30,
45000000434,00001,M100120,54,95.61,5162.94,PL04,2025-06-02,
45000000434,00002,M100493,61,97.65,5956.65,PL03,2025-07-08,
45000000434,00003,M100249,39,3.84,149.76,PL01,2025-06-04,
45000000434,00004,M100337,43,41.96,1804.28,PL04,2025-07-19,
45000000434,00005,M100273,53,37.34,1979.02,PL02,2025-07-07,
45000000435,00001,M100161,42,89.17,3745.14,PL02,2025-03-11,
45000000436,00001,M100326,31,36.3,1125.3,PL04,2025-01-10,
45000000437,00001,M100130,42,14.51,609.42,PL02,2025-05-09,
45000000437,00002,M100306,44,38.28,1684.32,PL04,2025-04-26,
45000000437,00003,M100193,47,15.58,732.26,PL02,2025-05-20,
45000000438,00001,M100084,56,5.23,292.88,PL01,2025-03-18,
45000000439,00001,M100380,58,125.34,7269.72,PL04,2025-02-25,
45000000440,00001,M100237,59,177.61,10478.99,PL01,2025-03-04,
45000000440,00002,M100267,63,1293.23,81473.49,PL04,2025-04-12,
45000000441,00001,M100121,43,130.79,5623.97,PL02,2025-07-15,
45000000442,00001,M100375,62,69.71,4322.02,PL03,2025-08-25,
45000000442,00002,M100273,33,11.68,385.44,PL03,2025-07-25,
45000000442,00003,M100345,62,24.0,1488.0,PL04,2025-07-17,
45000000442,00004,M100095,57,129.63,7388.91,PL03,2025-07-12,
45000000442,00005,M100325,44,11.0,484.0,PL01,2025-08-06,
45000000443,00001,M100002,50,24.16,1208.0,PL03,2025-07-18,
45000000444,00001,M100223,47,6.78,318.66,PL01,2025-03-14,
45000000444,00002,M100450,62,34.97,2168.14,PL04,2025-03-23,
45000000444,00003,M100457,43,100.11,4304.73,PL03,2025-03-05,
45000000444,00004,M100482,43,9.79,420.97,PL01,2025-02-15,
45000000444,00005,M100231,45,117.02,5265.9,PL04,2025-04-15,
45000000445,00001,M100488,50,139.56,6978.0,PL02,2025-03-31,
45000000446,00001,M100270,41,47.78,1958.98,PL02,2025-06-06,
45000000447,00001,M100154,45,33.36,1501.2,PL03,2025-03-15,
45000000447,00002,M100026,60,8.73,523.8,PL02,2025-02-23,
45000000447,00003,M100388,48,19.33,927.84,PL04,2025-02-22,
45000000448,00001,M100463,55,151.62,8339.1,PL01,2025-03-09,
45000000448,00002,M100146,49,31.69,1552.81,PL03,2025-01-17,
45000000448,00003,M100352,58,9.09,527.22,PL04,2025-01-19,
45000000448,00004,M100336,44,149.67,6585.48,PL02,2025-02-04,
45000000449,00001,M100025,46,24.82,1141.72,PL01,2025-02-10,
45000000450,00001,M100186,47,29.15,1370.05,PL04,2025-04-26,
45000000450,00002,M100397,40,121.34,4853.6,PL01,2025-05-04,
45000000451,00001,M100495,48,15.75,756.0,PL03,2025-03-10,
45000000451,00002,M100292,37,56.7,2097.9,PL01,2025-01-30,
45000000451,00003,M100034,54,60.26,3254.04,PL03,2025-02-04,
45000000452,00001,M100393,46,31.64,1455.44,PL03,2025-04-08,
45000000452,00002,M100290,51,11.43,582.93,PL03,2025-04-02,
45000000452,00003,M100303,51,94.06,4797.06,PL02,2025-02-16,
45000000453,00001,M100488,57,16.53,942.21,PL03,2025-06-26,
45000000454,00001,M100004,61,42.55,2595.55,PL02,2025-07-25,
45000000454,00002,M100212,42,37.42,1571.64,PL01,2025-07-16,
45000000455,00001,M100070,54,268.68,14508.72,PL02,2025-06-03,
45000000456,00001,M100324,58,159.66,9260.28,PL04,2025-08-25,
45000000457,00001,M100038,49,9.89,484.61,PL03,2025-01-17,
45000000457,00002,M100056,55,12.51,688.05,PL04,2025-01-29,
45000000458,00001,M100158,48,4.21,202.08,PL04,2025-03-08,
45000000458,00002,M100124,57,2.82,160.74,PL01,2025-03-08,
45000000459,00001,M100139,46,7.04,323.84,PL03,2025-04-26,
45000000460,00001,M100455,54,93.21,5033.34,PL03,2025-03-17,
45000000460,00002,M100301,51,25.67,1309.17,PL03,2025-02-18,
45000000460,00003,M100482,56,10.21,571.76,PL04,2025-03-22,
45000000461,00001,M100270,45,109.06,4907.7,PL03,2025-05-21,
45000000461,00002,M100190,51,14.56,742.56,PL02,2025-05-13,
45000000461,00003,M100269,52,41.99,2183.48,PL02,2025-04-16,
45000000461,00004,M100383,42,18.28,767.76,PL02,2025-04-26,
45000000461,00005,M100458,54,17.95,969.3,PL02,2025-04-19,
45000000462,00001,M100420,49,51.41,2519.09,PL03,2025-06-27,
45000000463,00001,M100376,44,33.76,1485.44,PL03,2025-02-09,
45000000464,00001,M100427,45,284.34,12795.3,PL04,2025-02-22,
45000000464,00002,M100443,48,53.23,2555.04,PL02,2025-02-12,
45000000465,00001,M100230,39,50.84,1982.76,PL04,2025-01-08,
45000000465,00002,M100287,42,22.09,927.78,PL02,2025-02-04,
45000000466,00001,M100132,55,57.54,3164.7,PL04,2025-06-02,
45000000466,00002,M100157,49,129.68,6354.32,PL03,2025-05-21,
45000000467,00001,M100475,54,49.84,2691.36,PL03,2025-04-30,
45000000467,00002,M100028,50,40.37,2018.5,PL03,2025-04-28,
45000000468,00001,M100210,46,152.34,7007.64,PL04,2025-06-24,
45000000468,00002,M100084,59,551.77,32554.43,PL04,2025-06-27,
45000000469,00001,M100347,56,101.03,5657.68,PL01,2025-06-24,
45000000470,00001,M100167,48,26.31,1262.88,PL01,2025-05-12,
45000000470,00002,M100004,56,26.07,1459.92,PL04,2025-03-29,
45000000470,00003,M100442,68,102.36,6960.48,PL02,2025-05-02,
45000000470,00004,M100453,42,14.66,615.72,PL03,2025-05-13,
45000000470,00005,M100123,50,330.23,16511.5,PL02,2025-04-30,
45000000471,00001,M100309,40,5.71,228.4,PL03,2025-02-22,
45000000472,00001,M100152,49,148.35,7269.15,PL03,2025-05-25,
45000000473,00001,M100312,44,12.11,532.84,PL04,2025-05-13,
45000000474,00001,M100175,53,73.73,3907.69,PL04,2025-03-27,
45000000475,00001,M100316,37,109.08,4035.96,PL01,2025-02-25,
45000000475,00002,M100107,63,22.71,1430.73,PL04,2025-03-21,
45000000475,00003,M100218,44,780.18,34327.92,PL01,2025-02-01,
45000000476,00001,M100194,50,93.43,4671.5,PL01,2025-07-16,
45000000476,00002,M100016,54,16.76,905.04,PL01,2025-07-20,
45000000476,00003,M100070,43,125.19,5383.17,PL01,2025-08-20,
45000000476,00004,M100171,41,8.16,334.56,PL03,2025-08-04,
45000000476,00005,M100361,46,13.24,609.04,PL04,2025-08-12,
45000000476,00006,M100340,47,44.16,2075.52,PL03,2025-08-23,
45000000477,00001,M100468,48,118.57,5691.36,PL01,2025-03-17,
45000000477,00002,M100441,44,34.39,1513.16,PL01,2025-04-23,
45000000477,00003,M100367,50,35.61,1780.5,PL02,2025-04-12,
45000000478,00001,M100263,52,91.73,4769.96,PL02,2025-03-02,
45000000479,00001,M100489,57,353.96,20175.72,PL04,2025-05-15,
45000000480,00001,M100200,47,39.33,1848.51,PL02,2025-06-17,
45000000481,00001,M100173,45,1.56,70.2,PL02,2025-06-23,
45000000481,00002,M100364,49,22.81,1117.69,PL03,2025-07-20,
45000000481,00003,M100243,39,23.16,903.24,PL01,2025-07-25,
45000000482,00001,M100009,48,6.04,289.92,PL04,2025-04-03,
45000000482,00002,M100331,41,23.34,956.94,PL02,2025-03-02,
45000000483,00001,M100236,58,44.92,2605.36,PL01,2025-05-03,
45000000483,00002,M100482,58,17.28,1002.24,PL02,2025-06-10,
45000000484,00001,M100077,43,8.65,371.95,PL01,2025-06-09,
45000000484,00002,M100396,50,49.55,2477.5,PL01,2025-05-22,
45000000484,00003,M100116,50,24.96,1248.0,PL02,2025-05-13,
45000000485,00001,M100263,45,48.34,2175.3,PL04,2025-05-22,
45000000485,00002,M100045,45,100.42,4518.9,PL04,2025-06-15,
45000000486,00001,M100389,46,91.0,4186.0,PL01,2025-06-04,
45000000486,00002,M100333,45,22.29,1003.05,PL01,2025-04-25,
45000000487,00001,M100110,34,10.82,367.88,PL04,2025-05-24,
45000000487,00002,M100010,40,46.63,1865.2,PL02,2025-06-15,
45000000488,00001,M100440,50,26.35,1317.5,PL02,2025-07-18,
45000000488,00002,M100423,50,22.44,1122.0,PL03,2025-07-17,
45000000488,00003,M100352,57,156.73,8933.61,PL04,2025-07-19,
45000000489,00001,M100343,42,16.79,705.18,PL01,2025-02-22,
45000000489,00002,M100447,45,124.31,5593.95,PL02,2025-03-07,
45000000489,00003,M100330,46,54.78,2519.88,PL01,2025-02-06,
45000000490,00001,M100299,46,40.94,1883.24,PL02,2025-06-08,
45000000490,00002,M100491,52,10.98,570.96,PL02,2025-04-27,
45000000490,00003,M100144,67,217.65,14582.55,PL02,2025-05-17,
45000000490,00004,M100438,45,12.2,549.0,PL04,2025-05-05,
45000000491,00001,M100224,58,6.68,387.44,PL03,2025-05-23,
45000000492,00001,M100408,51,85.66,4368.66,PL01,2025-06-09,
45000000493,00001,M100062,42,26.8,1125.6,PL04,2025-02-14,
45000000494,00001,M100380,53,72.21,3827.13,PL03,2025-06-22,
45000000495,00001,M100166,48,319.81,15350.88,PL04,2025-03-24,
45000000495,00002,M100199,64,108.87,6967.68,PL01,2025-03-09,
45000000495,00003,M100007,47,15.55,730.85,PL04,2025-04-01,
45000000495,00004,M100265,42,310.53,13042.26,PL04,2025-02-17,
45000000496,00001,M100392,36,86.16,3101.76,PL01,2025-03-15,
45000000496,00002,M100013,53,203.65,10793.45,PL04,2025-03-04,
45000000496,00003,M100160,46,13.18,606.28,PL04,2025-02-25,
45000000497,00001,M100448,46,53.61,2466.06,PL03,2025-01-24,
45000000497,00002,M100104,50,25.36,1268.0,PL04,2025-01-24,
45000000498,00001,M100136,42,4.38,183.96,PL03,2025-02-16,
45000000498,00002,M100281,45,164.99,7424.55,PL04,2025-04-05,
45000000499,00001,M100189,47,69.29,3256.63,PL04,2025-02-05,
45000000500,00001,M100054,55,8.99,494.45,PL01,2025-06-02,
45000000501,00001,M100174,48,4.12,197.76,PL03,2025-02-06,
45000000501,00002,M100257,52,32.81,1706.12,PL02,2025-01-27,
45000000501,00003,M100116,57,20.87,1189.59,PL04,2025-02-06,
45000000501,00004,M100031,49,5.47,268.03,PL01,2025-01-16,
45000000501,00005,M100436,45,11.19,503.55,PL02,2025-01-27,
45000000502,00001,M100180,51,79.58,4058.58,PL03,2025-05-18,
45000000503,00001,M100204,49,42.52,2083.48,PL02,2025-06-13,
45000000503,00002,M100137,45,35.11,1579.95,PL03,2025-07-25,
45000000503,00003,M100410,51,5.55,283.05,PL04,2025-05-31,
45000000504,00001,M100357,55,13.4,737.0,PL04,2025-06-19,
45000000505,00001,M100365,53,55.75,2954.75,PL04,2025-05-25,
45000000505,00002,M100385,55,30.91,1700.05,PL02,2025-05-23,
45000000505,00003,M100415,47,38.54,1811.38,PL03,2025-04-25,
45000000505,00004,M100495,51,8.81,449.31,PL03,2025-05-24,
45000000506,00001,M100363,54,51.25,2767.5,PL03,2025-07-04,
45000000506,00002,M100060,59,78.23,4615.57,PL04,2025-06-01,
45000000506,00003,M100194,47,102.45,4815.15,PL01,2025-05-29,
45000000507,00001,M100140,40,184.19,7367.6,PL02,2025-03-27,
45000000508,00001,M100410,47,182.95,8598.65,PL01,2025-08-06,
45000000509,00001,M100095,63,20.68,1302.84,PL01,2025-04-27,
45000000509,00002,M100037,35,58.37,2042.95,PL04,2025-04-16,
45000000509,00003,M100164,47,16.94,796.18,PL02,2025-05-15,
45000000510,00001,M100119,47,4.71,221.37,PL02,2025-05-09,
45000000511,00001,M100475,53,9.97,528.41,PL02,2025-05-05,
45000000512,00001,M100199,57,167.51,9548.07,PL04,2025-08-13,
45000000513,00001,M100442,58,5.63,326.54,PL04,2025-06-23,
45000000513,00002,M100277,52,115.92,6027.84,PL01,2025-04-28,
45000000513,00003,M100186,45,8.2,369.0,PL03,2025-05-02,
45000000514,00001,M100103,49,21.4,1048.6,PL01,2025-07-29,
45000000514,00002,M100317,46,145.09,6674.14,PL01,2025-07-03,
45000000515,00001,M100077,54,4.83,260.82,PL03,2025-04-04,
45000000515,00002,M100155,42,91.99,3863.58,PL01,2025-04-25,
45000000516,00001,M100260,50,18.06,903.0,PL02,2025-04-27,
45000000517,00001,M100405,50,11.46,573.0,PL01,2025-05-05,
45000000517,00002,M100151,49,15.76,772.24,PL04,2025-04-15,
45000000518,00001,M100306,60,42.82,2569.2,PL02,2025-06-25,
45000000519,00001,M100320,56,37.47,2098.32,PL02,2025-03-06,
45000000520,00001,M100020,43,68.73,2955.39,PL03,2025-02-14,
45000000520,00002,M100225,43,15.31,658.33,PL04,2025-02-26,
45000000521,00001,M100408,43,85.55,3678.65,PL03,2025-04-20,
45000000521,00002,M100044,32,2.84,90.88,PL02,2025-05-23,
45000000522,00001,M100176,52,66.57,3461.64,PL02,2025-03-01,
45000000522,00002,M100195,45,266.77,12004.65,PL02,2025-02-07,
45000000523,00001,M100235,60,33.86,2031.6,PL01,2025-06-16,
45000000524,00001,M100341,37,57.38,2123.06,PL01,2025-06-14,
45000000525,00001,M100040,59,948.63,55969.17,PL01,2025-04-29,
45000000525,00002,M100201,47,94.86,4458.42,PL02,2025-05-05,
45000000526,00001,M100201,57,13.22,753.54,PL01,2025-02-01,
45000000526,00002,M100003,53,16.36,867.08,PL04,2025-02-14,
45000000527,00001,M100091,43,25.89,1113.27,PL01,2025-03-18,
45000000527,00002,M100406,64,17.81,1139.84,PL02,2025-04-09,
45000000527,00003,M100441,54,7.41,400.14,PL04,2025-03-09,
45000000527,00004,M100438,60,12.36,741.6,PL02,2025-04-02,
45000000527,00005,M100295,43,103.69,4458.67,PL04,2025-03-29,
45000000528,00001,M100090,59,7.23,426.57,PL03,2025-03-17,
45000000529,00001,M100256,51,51.91,2647.41,PL02,2025-02-27,
45000000529,00002,M100470,48,51.0,2448.0,PL01,2025-02-04,
45000000530,00001,M100225,57,10.9,621.3,PL04,2025-07-26,
45000000531,00001,M100151,39,48.7,1899.3,PL04,2025-05-01,
45000000532,00001,M100158,56,434.02,24305.12,PL01,2025-07-21,
45000000532,00002,M100060,48,82.68,3968.64,PL01,2025-06-23,
45000000533,00001,M100478,46,54.09,2488.14,PL03,2025-05-05,
45000000533,00002,M100091,39,37.09,1446.51,PL01,2025-05-30,
45000000534,00001,M100371,50,104.94,5247.0,PL02,2025-06-27,
45000000534,00002,M100193,42,102.53,4306.26,PL03,2025-06-25,
45000000535,00001,M100474,52,155.19,8069.88,PL02,2025-03-21,
45000000536,00001,M100259,58,9.37,543.46,PL03,2025-07-23,
45000000536,00002,M100307,50,17.05,852.5,PL03,2025-06-18,
45000000537,00001,M100352,45,19.65,884.25,PL03,2025-03-23,
45000000537,00002,M100279,54,51.12,2760.48,PL02,2025-04-06,
45000000537,00003,M100289,48,311.99,14975.52,PL01,2025-04-22,
45000000537,00004,M100363,45,206.45,9290.25,PL02,2025-05-12,
45000000537,00005,M100229,46,109.54,5038.84,PL03,2025-04-13,
45000000537,00006,M100261,58,26.02,1509.16,PL01,2025-04-22,
45000000537,00007,M100081,48,37.94,1821.12,PL01,2025-04-25,
45000000537,00008,M100085,62,6.06,375.72,PL04,2025-05-17,
45000000538,00001,M100478,45,7.03,316.35,PL03,2025-05-09,
45000000538,00002,M100105,50,37.04,1852.0,PL01,2025-03-31,
45000000538,00003,M100097,50,7.47,373.5,PL03,2025-04-24,
45000000538,00004,M100491,35,62.55,2189.25,PL03,2025-04-10,
45000000538,00005,M100204,54,36.07,1947.78,PL03,2025-05-24,
45000000538,00006,M100401,54,8.4,453.6,PL01,2025-04-06,
45000000539,00001,M100429,56,23.71,1327.76,PL02,2025-04-13,
45000000539,00002,M100013,54,322.14,17395.56,PL03,2025-05-07,
45000000539,00003,M100064,56,32.09,1797.04,PL01,2025-03-24,
45000000540,00001,M100272,40,34.41,1376.4,PL04,2025-02-23,
45000000541,00001,M100156,57,26.17,1491.69,PL01,2025-06-26,
45000000542,00001,M100278,41,22.64,928.24,PL01,2025-03-04,
45000000543,00001,M100222,48,25.74,1235.52,PL01,2025-05-13,
45000000543,00002,M100458,41,12.06,494.46,PL04,2025-03-26,
45000000544,00001,M100358,40,109.83,4393.2,PL03,2025-02-26,
45000000544,00002,M100427,51,20.31,1035.81,PL01,2025-01-17,
45000000544,00003,M100428,54,27.46,1482.84,PL01,2025-02-11,
45000000545,00001,M100464,51,233.6,11913.6,PL02,2025-05-10,
45000000546,00001,M100424,51,149.31,7614.81,PL03,2025-06-14,
45000000546,00002,M100218,46,76.05,3498.3,PL04,2025-06-06,
45000000546,00003,M100474,52,224.93,11696.36,PL02,2025-05-19,
45000000547,00001,M100254,43,42.67,1834.81,PL01,2025-05-12,
45000000547,00002,M100028,50,4.13,206.5,PL02,2025-06-14,
45000000547,00003,M100352,51,38.93,1985.43,PL04,2025-06-23,
45000000547,00004,M100472,39,22.46,875.94,PL01,2025-06-15,
45000000548,00001,M100336,51,13.35,680.85,PL04,2025-02-20,
45000000549,00001,M100444,51,6.59,336.09,PL04,2025-04-27,
45000000549,00002,M100375,40,27.08,1083.2,PL04,2025-04-22,
45000000549,00003,M100190,43,79.35,3412.05,PL02,2025-04-05,
45000000550,00001,M100319,46,22.95,1055.7,PL04,2025-05-02,
45000000551,00001,M100392,56,83.39,4669.84,PL02,2025-03-07,
45000000551,00002,M100399,43,160.73,6911.39,PL04,2025-03-07,
45000000551,00003,M100003,55,171.37,9425.35,PL03,2025-03-22,
45000000551,00004,M100434,58,71.31,4135.98,PL02,2025-03-21,
45000000552,00001,M100222,48,50.81,2438.88,PL04,2025-06-04,
45000000552,00002,M100181,54,12.98,700.92,PL01,2025-04-22,
45000000552,00003,M100122,49,341.98,16757.02,PL02,2025-04-12,
45000000553,00001,M100381,51,7.0,357.0,PL01,2025-02-15,
45000000553,00002,M100198,40,47.83,1913.2,PL04,2025-03-20,
45000000553,00003,M100457,41,267.38,10962.58,PL01,2025-03-24,
45000000554,00001,M100114,59,37.17,2193.03,PL01,2025-07-24,
45000000554,00002,M100481,31,15.92,493.52,PL02,2025-07-21,
45000000554,00003,M100300,52,136.43,7094.36,PL01,2025-06-03,
45000000555,00001,M100443,50,47.19,2359.5,PL01,2025-05-18,
45000000555,00002,M100247,42,307.01,12894.42,PL04,2025-05-21,
45000000555,00003,M100315,40,21.58,863.2,PL03,2025-05-12,
45000000555,00004,M100331,40,13.92,556.8,PL03,2025-06-01,
45000000555,00005,M100015,41,12.84,526.44,PL02,2025-05-28,
45000000556,00001,M100026,56,27.37,1532.72,PL02,2025-04-26,
45000000557,00001,M100260,43,4.14,178.02,PL04,2025-03-24,
45000000557,00002,M100394,46,15.26,701.96,PL01,2025-04-05,
45000000557,00003,M100381,53,5.27,279.31,PL01,2025-02-26,
45000000557,00004,M100445,50,64.6,3230.0,PL03,2025-03-28,
45000000557,00005,M100398,64,22.93,1467.52,PL02,2025-03-25,
45000000558,00001,M100011,64,25.96,1661.44,PL03,2025-04-05,
45000000558,00002,M100121,33,11.94,394.02,PL02,2025-03-07,
45000000558,00003,M100243,41,62.24,2551.84,PL03,2025-03-02,
45000000559,00001,M100010,54,17.27,932.58,PL03,2025-06-30,
45000000560,00001,M100429,45,17.94,807.3,PL02,2025-07-16,
45000000561,00001,M100186,51,86.34,4403.34,PL03,2025-03-16,
45000000561,00002,M100122,44,259.05,11398.2,PL01,2025-02-27,
45000000562,00001,M100485,41,9.09,372.69,PL03,2025-03-22,
45000000562,00002,M100069,44,12.15,534.6,PL04,2025-03-10,
45000000563,00001,M100093,33,279.12,9210.96,PL04,2025-05-08,
45000000563,00002,M100180,41,85.7,3513.7,PL01,2025-05-04,
45000000564,00001,M100055,57,12.52,713.64,PL02,2025-02-25,
45000000565,00001,M100157,54,32.74,1767.96,PL02,2025-04-26,
45000000565,00002,M100324,55,146.59,8062.45,PL02,2025-04-14,
45000000565,00003,M100296,54,88.21,4763.34,PL03,2025-05-23,
45000000566,00001,M100264,42,22.87,960.54,PL02,2025-01-08,
45000000567,00001,M100347,47,9.44,443.68,PL02,2025-04-19,
45000000567,00002,M100155,66,5.7,376.2,PL04,2025-04-16,
45000000567,00003,M100353,38,134.09,5095.42,PL04,2025-03-13,
45000000567,00004,M100186,60,149.82,8989.2,PL01,2025-04-06,
45000000567,00005,M100453,53,57.37,3040.61,PL01,2025-03-23,
45000000568,00001,M100085,51,61.79,3151.29,PL03,2025-03-13,
45000000569,00001,M100295,44,24.61,1082.84,PL04,2025-04-09,
45000000570,00001,M100260,53,9.64,510.92,PL01,2025-03-20,
45000000570,00002,M100362,39,50.67,1976.13,PL03,2025-05-10,
45000000570,00003,M100066,44,23.52,1034.88,PL04,2025-04-17,
45000000571,00001,M100153,56,40.28,2255.68,PL01,2025-07-10,
45000000571,00002,M100339,47,329.25,15474.75,PL04,2025-06-09,
45000000572,00001,M100099,43,13.74,590.82,PL04,2025-04-01,
45000000572,00002,M100298,52,17.01,884.52,PL02,2025-04-12,
45000000572,00003,M100281,48,22.32,1071.36,PL04,2025-04-10,
45000000573,00001,M100422,54,115.73,6249.42,PL04,2025-05-19,
45000000574,00001,M100436,50,248.82,12441.0,PL01,2025-03-18,
45000000574,00002,M100376,43,54.04,2323.72,PL03,2025-02-06,
45000000574,00003,M100241,38,30.88,1173.44,PL03,2025-04-04,
45000000575,00001,M100098,56,38.53,2157.68,PL01,2025-07-08,
45000000576,00001,M100500,49,74.04,3627.96,PL03,2025-08-15,
45000000576,00002,M100304,40,14.46,578.4,PL03,2025-08-07,
45000000576,00003,M100270,49,138.49,6786.01,PL02,2025-08-04,
45000000576,00004,M100094,55,793.62,43649.1,PL01,2025-07-08,
45000000577,00001,M100071,51,8.84,450.84,PL04,2025-07-12,
45000000577,00002,M100429,53,96.75,5127.75,PL04,2025-07-07,
45000000578,00001,M100356,50,17.11,855.5,PL01,2025-08-10,
45000000578,00002,M100282,45,10.37,466.65,PL01,2025-07-25,
45000000578,00003,M100061,47,122.15,5741.05,PL04,2025-08-05,
45000000578,00004,M100474,45,33.37,1501.65,PL03,2025-08-13,
45000000579,00001,M100017,52,33.66,1750.32,PL04,2025-07-24,
45000000579,00002,M100195,63,59.11,3723.93,PL03,2025-07-07,
45000000580,00001,M100383,50,35.04,1752.0,PL04,2025-03-03,
45000000580,00002,M100303,52,256.94,13360.88,PL02,2025-02-10,
45000000580,00003,M100409,53,16.45,871.85,PL01,2025-02-19,
45000000580,00004,M100095,51,40.12,2046.12,PL03,2025-02-07,
45000000580,00005,M100145,43,35.9,1543.7,PL02,2025-03-23,
45000000581,00001,M100091,47,18.24,857.28,PL03,2025-03-03,
