EBELN,EBELP,po_line_id,MATNR,order_qty,line_netwr,vendor_id,vendor_name,plant,purchase_org,scheduled_date,gr_date,gr_qty,created_date,currency
45000000386,00001,45000000386_00001,M100472,49,132.2,100046,Crest Resources Sweden,PL04,P300,2025-02-23,2025-03-11,49.0,1739577600000000000,EUR
45000000387,00001,45000000387_00001,M100285,47,71.29,100177,Zenith Dynamics Canada,PL02,P100,2025-07-08,2025-07-11,47.0,1750118400000000000,USD
45000000388,00001,45000000388_00001,M100046,49,92.26,100130,Vertex Holdings Canada,PL02,P200,2025-06-05,,,1744848000000000000,USD
45000000388,00002,45000000388_00002,M100217,36,8.0,100130,Vertex Holdings Canada,PL04,P200,2025-05-28,,,1744848000000000000,USD
45000000389,00001,45000000389_00001,M100232,58,18.94,100067,Pioneer Parts UK,PL04,P100,2025-07-09,2025-07-09,58.0,1748304000000000000,EUR
45000000389,00002,45000000389_00002,M100372,45,36.73,100067,Pioneer Parts UK,PL01,P100,2025-06-30,2025-07-02,45.0,1748304000000000000,EUR
45000000389,00003,45000000389_00003,M100065,47,34.61,100067,Pioneer Parts UK,PL02,P100,2025-07-03,,,1748304000000000000,EUR
45000000390,00001,45000000390_00001,M100188,54,16.87,100051,Advance Supplies Canada,PL04,P100,2025-02-26,,,1736812800000000000,EUR
45000000391,00001,45000000391_00001,M100330,60,22.73,100123,Sterling Industries Poland,PL04,P200,2025-05-01,2025-05-05,60.0,1744502400000000000,USD
45000000391,00002,45000000391_00002,M100320,55,38.34,100123,Sterling Industries Poland,PL03,P200,2025-06-02,2025-06-07,55.0,1744502400000000000,USD
45000000391,00003,45000000391_00003,M100012,58,76.09,100123,Sterling Industries Poland,PL04,P200,2025-04-28,2025-05-19,58.0,1744502400000000000,USD
45000000392,00001,45000000392_00001,M100021,45,5.82,100034,Vertex Solutions Germany,PL01,P300,2025-04-11,,,1742860800000000000,USD
45000000392,00002,45000000392_00002,M100365,36,79.38,100034,Vertex Solutions Germany,PL03,P300,2025-05-10,2025-05-24,36.0,1742860800000000000,USD
45000000393,00001,45000000393_00001,M100187,62,380.85,100003,Continental Enterprises Poland,PL01,P200,2025-04-28,2025-04-25,62.0,1743811200000000000,EUR
45000000393,00002,45000000393_00002,M100287,39,49.12,100003,Continental Enterprises Poland,PL02,P200,2025-05-18,2025-06-13,39.0,1743811200000000000,EUR
45000000393,00003,45000000393_00003,M100250,49,54.41,100003,Continental Enterprises Poland,PL02,P200,2025-05-20,2025-05-19,49.0,1743811200000000000,EUR
45000000393,00004,45000000393_00004,M100016,50,37.98,100003,Continental Enterprises Poland,PL01,P200,2025-04-10,2025-04-15,50.0,1743811200000000000,EUR
45000000393,00005,45000000393_00005,M100243,54,15.12,100003,Continental Enterprises Poland,PL04,P200,2025-04-09,2025-04-15,54.0,1743811200000000000,EUR
45000000394,00001,45000000394_00001,M100108,52,252.0,100189,Apex Enterprises UK,PL02,P200,2025-06-10,,,1749427200000000000,USD
45000000394,00002,45000000394_00002,M100135,51,33.49,100189,Apex Enterprises UK,PL02,P200,2025-07-09,,,1749427200000000000,USD
45000000395,00001,45000000395_00001,M100246,57,23.22,100005,Advance Components India,PL04,P300,2025-05-20,,,1746576000000000000,EUR
45000000395,00002,45000000395_00002,M100090,42,62.24,100005,Advance Components India,PL04,P300,2025-05-14,2025-05-13,42.0,1746576000000000000,EUR
45000000396,00001,45000000396_00001,M100060,32,144.55,100030,Crest Technologies Poland,PL03,P200,2025-02-22,2025-03-10,32.0,1738972800000000000,INR
45000000396,00002,45000000396_00002,M100363,44,7.89,100030,Crest Technologies Poland,PL03,P200,2025-03-29,2025-04-11,44.0,1738972800000000000,INR
45000000397,00001,45000000397_00001,M100191,40,6.61,100098,Pioneer Parts Germany,PL03,P300,2025-07-04,2025-07-17,40.0,1747612800000000000,EUR
45000000398,00001,45000000398_00001,M100222,50,5.9,100099,Global Automation Italy,PL04,P300,2025-05-08,2025-05-27,50.0,1743033600000000000,USD
45000000398,00002,45000000398_00002,M100485,52,15.88,100099,Global Automation Italy,PL02,P300,2025-05-21,2025-06-20,52.0,1743033600000000000,USD
45000000398,00003,45000000398_00003,M100340,47,324.25,100099,Global Automation Italy,PL01,P300,2025-05-25,2025-06-04,47.0,1743033600000000000,USD
45000000398,00004,45000000398_00004,M100328,42,76.07,100099,Global Automation Italy,PL02,P300,2025-04-11,,,1743033600000000000,USD
45000000399,00001,45000000399_00001,M100098,44,96.45,100102,Keystone Works Mexico,PL03,P100,2025-04-14,2025-04-19,44.0,1742428800000000000,EUR
45000000399,00002,45000000399_00002,M100027,52,22.38,100102,Keystone Works Mexico,PL04,P100,2025-05-15,,,1742428800000000000,EUR
45000000399,00003,45000000399_00003,M100494,39,259.84,100102,Keystone Works Mexico,PL02,P100,2025-05-09,,,1742428800000000000,EUR
45000000399,00004,45000000399_00004,M100108,50,25.29,100102,Keystone Works Mexico,PL04,P100,2025-04-02,2025-04-16,50.0,1742428800000000000,EUR
45000000399,00005,45000000399_00005,M100173,50,166.54,100102,Keystone Works Mexico,PL01,P100,2025-04-07,2025-04-17,50.0,1742428800000000000,EUR
45000000400,00001,45000000400_00001,M100456,54,21.56,100080,Advance Manufacturing China,PL04,P100,2025-04-29,2025-05-12,54.0,1744934400000000000,INR
45000000400,00002,45000000400_00002,M100467,57,41.73,100080,Advance Manufacturing China,PL03,P100,2025-06-13,2025-06-25,57.0,1744934400000000000,INR
45000000401,00001,45000000401_00001,M100426,55,5.3,100069,Everest Enterprises Germany,PL01,P100,2025-03-23,2025-04-18,55.0,1741824000000000000,INR
45000000402,00001,45000000402_00001,M100215,48,12.29,100145,Continental Systems USA,PL04,P200,2025-06-12,2025-06-28,48.0,1744761600000000000,USD
45000000402,00002,45000000402_00002,M100475,42,15.28,100145,Continental Systems USA,PL01,P200,2025-06-03,2025-06-05,42.0,1744761600000000000,USD
45000000402,00003,45000000402_00003,M100152,59,49.84,100145,Continental Systems USA,PL01,P200,2025-05-02,2025-05-20,59.0,1744761600000000000,USD
45000000403,00001,45000000403_00001,M100251,50,26.89,100080,Advance Manufacturing China,PL01,P100,2025-03-21,2025-03-18,50.0,1737504000000000000,EUR
45000000403,00002,45000000403_00002,M100209,49,8.19,100080,Advance Manufacturing China,PL04,P100,2025-02-03,,,1737504000000000000,EUR
45000000403,00003,45000000403_00003,M100179,45,25.73,100080,Advance Manufacturing China,PL03,P100,2025-01-24,2025-02-23,45.0,1737504000000000000,EUR
45000000403,00004,45000000403_00004,M100186,45,108.47,100080,Advance Manufacturing China,PL04,P100,2025-03-06,2025-03-13,45.0,1737504000000000000,EUR
45000000404,00001,45000000404_00001,M100048,41,132.81,100188,Orion Logistics Poland,PL04,P100,2025-07-06,,,1749772800000000000,EUR
45000000405,00001,45000000405_00001,M100152,40,6.03,100076,Sterling Systems Brazil,PL03,P300,2025-01-24,2025-01-31,40.0,1736985600000000000,INR
45000000406,00001,45000000406_00001,M100143,53,3.87,100086,TruLine Dynamics USA,PL01,P200,2025-04-08,2025-04-12,53.0,1742083200000000000,USD
45000000406,00002,45000000406_00002,M100285,60,66.66,100086,TruLine Dynamics USA,PL04,P200,2025-03-30,2025-04-23,60.0,1742083200000000000,USD
45000000407,00001,45000000407_00001,M100240,60,3.75,100049,Summit Engineering Brazil,PL02,P200,2025-04-20,2025-05-12,60.0,1742860800000000000,USD
45000000407,00002,45000000407_00002,M100324,40,6.5,100049,Summit Engineering Brazil,PL04,P200,2025-04-27,2025-05-11,40.0,1742860800000000000,USD
45000000407,00003,45000000407_00003,M100254,48,294.37,100049,Summit Engineering Brazil,PL03,P200,2025-03-29,2025-04-16,48.0,1742860800000000000,USD
45000000408,00001,45000000408_00001,M100276,47,660.49,100047,Everest Holdings Brazil,PL04,P100,2025-02-07,2025-02-09,47.0,1737331200000000000,EUR
45000000409,00001,45000000409_00001,M100431,40,543.08,100049,Summit Engineering Brazil,PL03,P100,2025-02-16,,,1739059200000000000,USD
45000000409,00002,45000000409_00002,M100090,34,15.66,100049,Summit Engineering Brazil,PL01,P100,2025-03-23,2025-03-30,34.0,1739059200000000000,USD
45000000409,00003,45000000409_00003,M100332,40,86.42,100049,Summit Engineering Brazil,PL04,P100,2025-03-28,,,1739059200000000000,USD
45000000410,00001,45000000410_00001,M100044,52,93.32,100068,Harbor Dynamics Mexico,PL04,P100,2025-04-04,2025-05-04,52.0,1742601600000000000,EUR
45000000410,00002,45000000410_00002,M100361,61,37.19,100068,Harbor Dynamics Mexico,PL03,P100,2025-04-04,,,1742601600000000000,EUR
45000000410,00003,45000000410_00003,M100183,53,118.57,100068,Harbor Dynamics Mexico,PL04,P100,2025-04-03,,,1742601600000000000,EUR
45000000410,00004,45000000410_00004,M100035,45,9.92,100068,Harbor Dynamics Mexico,PL03,P100,2025-04-25,2025-04-29,45.0,1742601600000000000,EUR
45000000410,00005,45000000410_00005,M100324,44,55.77,100068,Harbor Dynamics Mexico,PL04,P100,2025-04-25,2025-05-13,44.0,1742601600000000000,EUR
45000000410,00006,45000000410_00006,M100109,39,25.34,100068,Harbor Dynamics Mexico,PL04,P100,2025-03-29,2025-04-15,39.0,1742601600000000000,EUR
45000000411,00001,45000000411_00001,M100418,47,129.38,100082,Advance Machinery Canada,PL01,P200,2025-04-06,2025-04-10,47.0,1740268800000000000,USD
45000000412,00001,45000000412_00001,M100158,49,49.07,100144,TruLine Machinery Sweden,PL02,P100,2025-02-08,2025-02-05,49.0,1738281600000000000,EUR
45000000413,00001,45000000413_00001,M100021,46,10.31,100058,Metro Industries China,PL02,P300,2025-07-08,,,1751241600000000000,INR
45000000414,00001,45000000414_00001,M100171,43,64.19,100197,Everest Supplies Italy,PL01,P100,2025-05-22,2025-05-30,43.0,1742860800000000000,EUR
45000000414,00002,45000000414_00002,M100038,54,13.94,100197,Everest Supplies Italy,PL01,P100,2025-05-01,2025-04-30,54.0,1742860800000000000,EUR
45000000414,00003,45000000414_00003,M100175,56,53.23,100197,Everest Supplies Italy,PL03,P100,2025-04-10,2025-04-16,56.0,1742860800000000000,EUR
45000000414,00004,45000000414_00004,M100272,40,348.14,100197,Everest Supplies Italy,PL01,P100,2025-04-29,2025-05-09,40.0,1742860800000000000,EUR
45000000414,00005,45000000414_00005,M100384,51,19.63,100197,Everest Supplies Italy,PL01,P100,2025-04-12,2025-05-05,51.0,1742860800000000000,EUR
45000000415,00001,45000000415_00001,M100488,45,6.45,100180,Prime Parts Mexico,PL02,P300,2025-05-29,2025-06-11,45.0,1743552000000000000,INR
45000000415,00002,45000000415_00002,M100083,56,1.85,100180,Prime Parts Mexico,PL04,P300,2025-04-28,2025-04-25,56.0,1743552000000000000,INR
45000000416,00001,45000000416_00001,M100022,54,38.95,100200,Metro Systems Brazil,PL04,P100,2025-03-25,,,1742256000000000000,INR
45000000416,00002,45000000416_00002,M100207,39,95.29,100200,Metro Systems Brazil,PL02,P100,2025-05-04,2025-06-03,39.0,1742256000000000000,INR
45000000417,00001,45000000417_00001,M100153,45,33.73,100030,Crest Technologies Poland,PL03,P300,2025-05-28,,,1745625600000000000,EUR
45000000417,00002,45000000417_00002,M100044,50,11.99,100030,Crest Technologies Poland,PL02,P300,2025-05-07,2025-05-06,50.0,1745625600000000000,EUR
45000000417,00003,45000000417_00003,M100037,53,6.42,100030,Crest Technologies Poland,PL02,P300,2025-05-19,,,1745625600000000000,EUR
45000000418,00001,45000000418_00001,M100169,51,70.97,100040,Keystone Machinery Sweden,PL03,P100,2025-03-12,,,1737763200000000000,INR
45000000418,00002,45000000418_00002,M100073,51,2.4,100040,Keystone Machinery Sweden,PL03,P100,2025-03-13,2025-03-18,51.0,1737763200000000000,INR
45000000419,00001,45000000419_00001,M100010,51,0.32,100053,Atlas Holdings China,PL01,P100,2025-01-11,2025-01-21,51.0,1735948800000000000,INR
45000000420,00001,45000000420_00001,M100499,46,82.45,100194,Sterling Engineering Sweden,PL02,P300,2025-05-16,,,1744502400000000000,EUR
45000000420,00002,45000000420_00002,M100217,42,322.33,100194,Sterling Engineering Sweden,PL04,P300,2025-05-31,2025-06-03,42.0,1744502400000000000,EUR
45000000421,00001,45000000421_00001,M100391,51,17.53,100166,Advance Solutions Poland,PL03,P300,2025-03-18,2025-04-06,51.0,1737504000000000000,USD
45000000421,00002,45000000421_00002,M100456,54,63.88,100166,Advance Solutions Poland,PL02,P300,2025-02-02,,,1737504000000000000,USD
45000000421,00003,45000000421_00003,M100366,46,183.99,100166,Advance Solutions Poland,PL03,P300,2025-03-07,2025-03-17,46.0,1737504000000000000,USD
45000000421,00004,45000000421_00004,M100378,46,34.25,100166,Advance Solutions Poland,PL01,P300,2025-02-02,,,1737504000000000000,USD
45000000421,00005,45000000421_00005,M100218,58,299.68,100166,Advance Solutions Poland,PL02,P300,2025-02-13,2025-02-20,58.0,1737504000000000000,USD
45000000421,00006,45000000421_00006,M100200,55,12.09,100166,Advance Solutions Poland,PL04,P300,2025-02-01,2025-02-21,55.0,1737504000000000000,USD
45000000422,00001,45000000422_00001,M100304,56,3.76,100117,Prime Engineering Germany,PL01,P100,2025-02-18,2025-03-12,56.0,1736121600000000000,EUR
45000000422,00002,45000000422_00002,M100125,53,21.72,100117,Prime Engineering Germany,PL04,P100,2025-02-03,2025-02-01,53.0,1736121600000000000,EUR
45000000422,00003,45000000422_00003,M100436,39,14.88,100117,Prime Engineering Germany,PL03,P100,2025-01-08,2025-01-09,39.0,1736121600000000000,EUR
45000000423,00001,45000000423_00001,M100358,49,105.62,100177,Zenith Dynamics Canada,PL02,P200,2025-02-19,2025-02-22,49.0,1738454400000000000,INR
45000000424,00001,45000000424_00001,M100500,64,7.43,100014,Summit Solutions UK,PL01,P100,2025-05-10,2025-05-13,64.0,1745884800000000000,EUR
45000000425,00001,45000000425_00001,M100313,31,53.39,100047,Everest Holdings Brazil,PL01,P100,2025-05-21,2025-06-02,31.0,1744416000000000000,USD
45000000426,00001,45000000426_00001,M100082,38,52.93,100058,Metro Industries China,PL03,P200,2025-05-21,2025-06-04,38.0,1745107200000000000,INR
45000000426,00002,45000000426_00002,M100075,51,76.26,100058,Metro Industries China,PL01,P200,2025-05-22,2025-06-08,51.0,1745107200000000000,INR
45000000427,00001,45000000427_00001,M100239,46,32.94,100131,Vertex Components China,PL02,P200,2025-04-12,2025-04-28,46.0,1741737600000000000,INR
45000000427,00002,45000000427_00002,M100185,46,2.6,100131,Vertex Components China,PL01,P200,2025-03-15,2025-03-31,46.0,1741737600000000000,INR
45000000428,00001,45000000428_00001,M100442,44,1.07,100128,Unity Materials Germany,PL01,P300,2025-07-14,2025-07-17,44.0,1749254400000000000,INR
45000000428,00002,45000000428_00002,M100386,47,31.86,100128,Unity Materials Germany,PL03,P300,2025-07-31,2025-08-06,47.0,1749254400000000000,INR
45000000428,00003,45000000428_00003,M100170,44,36.19,100128,Unity Materials Germany,PL02,P300,2025-07-11,2025-07-11,44.0,1749254400000000000,INR
45000000429,00001,45000000429_00001,M100315,47,11.06,100119,Harbor Solutions Germany,PL02,P200,2025-05-05,,,1742169600000000000,EUR
45000000429,00002,45000000429_00002,M100318,53,80.47,100119,Harbor Solutions Germany,PL02,P200,2025-05-06,2025-05-10,53.0,1742169600000000000,EUR
45000000430,00001,45000000430_00001,M100213,51,17.27,100125,Summit Logistics Brazil,PL01,P200,2025-01-23,2025-01-27,51.0,1736985600000000000,USD
45000000430,00002,45000000430_00002,M100409,41,7.33,100125,Summit Logistics Brazil,PL03,P200,2025-03-09,2025-03-27,41.0,1736985600000000000,USD
45000000430,00003,45000000430_00003,M100171,42,22.44,100125,Summit Logistics Brazil,PL03,P200,2025-02-14,2025-03-01,42.0,1736985600000000000,USD
45000000431,00001,45000000431_00001,M100139,54,19.93,100140,Continental Machinery USA,PL04,P300,2025-06-05,2025-06-13,54.0,1744934400000000000,EUR
45000000431,00002,45000000431_00002,M100269,51,85.1,100140,Continental Machinery USA,PL03,P300,2025-05-23,2025-06-14,51.0,1744934400000000000,EUR
45000000431,00003,45000000431_00003,M100233,47,8.92,100140,Continental Machinery USA,PL03,P300,2025-05-31,2025-06-28,47.0,1744934400000000000,EUR
45000000432,00001,45000000432_00001,M100160,47,7.56,100005,Advance Components India,PL04,P100,2025-06-28,2025-07-18,47.0,1749600000000000000,USD
45000000432,00002,45000000432_00002,M100399,46,45.1,100005,Advance Components India,PL03,P100,2025-07-11,2025-07-23,46.0,1749600000000000000,USD
45000000432,00003,45000000432_00003,M100032,42,8.74,100005,Advance Components India,PL01,P100,2025-08-03,2025-08-01,42.0,1749600000000000000,USD
45000000433,00001,45000000433_00001,M100038,49,76.03,100159,Summit Materials UK,PL03,P300,2025-04-22,2025-05-20,49.0,1743552000000000000,USD
45000000433,00002,45000000433_00002,M100478,61,85.88,100159,Summit Materials UK,PL03,P300,2025-05-30,2025-05-29,61.0,1743552000000000000,USD
45000000434,00001,45000000434_00001,M100120,54,95.61,100074,Global Systems China,PL04,P200,2025-06-02,2025-06-06,54.0,1748131200000000000,USD
45000000434,00002,45000000434_00002,M100493,61,97.65,100074,Global Systems China,PL03,P200,2025-07-08,2025-07-24,61.0,1748131200000000000,USD
45000000434,00003,45000000434_00003,M100249,39,3.84,100074,Global Systems China,PL01,P200,2025-06-04,2025-06-17,39.0,1748131200000000000,USD
45000000434,00004,45000000434_00004,M100337,43,41.96,100074,Global Systems China,PL04,P200,2025-07-19,,,1748131200000000000,USD
45000000434,00005,45000000434_00005,M100273,53,37.34,100074,Global Systems China,PL02,P200,2025-07-07,2025-07-20,53.0,1748131200000000000,USD
45000000435,00001,45000000435_00001,M100161,42,89.17,100199,Orion Technologies Mexico,PL02,P200,2025-03-11,2025-03-28,42.0,1739664000000000000,EUR
45000000436,00001,45000000436_00001,M100326,31,36.3,100182,Orion Parts Germany,PL04,P100,2025-01-10,,,1736294400000000000,USD
45000000437,00001,45000000437_00001,M100130,42,14.51,100199,Orion Technologies Mexico,PL02,P100,2025-05-09,2025-05-24,42.0,1743552000000000000,INR
45000000437,00002,45000000437_00002,M100306,44,38.28,100199,Orion Technologies Mexico,PL04,P100,2025-04-26,2025-05-22,44.0,1743552000000000000,INR
45000000437,00003,45000000437_00003,M100193,47,15.58,100199,Orion Technologies Mexico,PL02,P100,2025-05-20,2025-05-18,47.0,1743552000000000000,INR
45000000438,00001,45000000438_00001,M100084,56,5.23,100107,Keystone Systems Sweden,PL01,P100,2025-03-18,2025-03-17,56.0,1741132800000000000,USD
45000000439,00001,45000000439_00001,M100380,58,125.34,100094,Atlas Resources India,PL04,P300,2025-02-25,2025-02-24,58.0,1736899200000000000,USD
45000000440,00001,45000000440_00001,M100237,59,177.61,100078,Continental Automation Sweden,PL01,P100,2025-03-04,2025-03-10,59.0,1739491200000000000,EUR
45000000440,00002,45000000440_00002,M100267,63,1293.23,100078,Continental Automation Sweden,PL04,P100,2025-04-12,2025-04-24,63.0,1739491200000000000,EUR
45000000441,00001,45000000441_00001,M100121,43,130.79,100100,TruLine Components Italy,PL02,P300,2025-07-15,2025-07-27,43.0,1751068800000000000,INR
45000000442,00001,45000000442_00001,M100375,62,69.71,100198,Metro Dynamics Brazil,PL03,P300,2025-08-25,2025-09-06,62.0,1751155200000000000,EUR
45000000442,00002,45000000442_00002,M100273,33,11.68,100198,Metro Dynamics Brazil,PL03,P300,2025-07-25,2025-07-30,33.0,1751155200000000000,EUR
45000000442,00003,45000000442_00003,M100345,62,24.0,100198,Metro Dynamics Brazil,PL04,P300,2025-07-17,2025-07-19,62.0,1751155200000000000,EUR
45000000442,00004,45000000442_00004,M100095,57,129.63,100198,Metro Dynamics Brazil,PL03,P300,2025-07-12,2025-07-21,57.0,1751155200000000000,EUR
45000000442,00005,45000000442_00005,M100325,44,11.0,100198,Metro Dynamics Brazil,PL01,P300,2025-08-06,2025-08-13,44.0,1751155200000000000,EUR
45000000443,00001,45000000443_00001,M100002,50,24.16,100031,TruLine Systems Poland,PL03,P200,2025-07-18,,,1748131200000000000,EUR
45000000444,00001,45000000444_00001,M100223,47,6.78,100093,Pioneer Resources India,PL01,P100,2025-03-14,,,1739491200000000000,INR
45000000444,00002,45000000444_00002,M100450,62,34.97,100093,Pioneer Resources India,PL04,P100,2025-03-23,2025-04-06,62.0,1739491200000000000,INR
45000000444,00003,45000000444_00003,M100457,43,100.11,100093,Pioneer Resources India,PL03,P100,2025-03-05,2025-03-02,43.0,1739491200000000000,INR
45000000444,00004,45000000444_00004,M100482,43,9.79,100093,Pioneer Resources India,PL01,P100,2025-02-15,2025-02-21,43.0,1739491200000000000,INR
45000000444,00005,45000000444_00005,M100231,45,117.02,100093,Pioneer Resources India,PL04,P100,2025-04-15,2025-04-16,45.0,1739491200000000000,INR
45000000445,00001,45000000445_00001,M100488,50,139.56,100107,Keystone Systems Sweden,PL02,P100,2025-03-31,,,1740787200000000000,INR
45000000446,00001,45000000446_00001,M100270,41,47.78,100007,Sterling Materials India,PL02,P200,2025-06-06,2025-06-09,41.0,1746230400000000000,EUR
45000000447,00001,45000000447_00001,M100154,45,33.36,100154,Vertex Solutions Brazil,PL03,P300,2025-03-15,2025-03-22,45.0,1738540800000000000,INR
45000000447,00002,45000000447_00002,M100026,60,8.73,100154,Vertex Solutions Brazil,PL02,P300,2025-02-23,2025-03-13,60.0,1738540800000000000,INR
45000000447,00003,45000000447_00003,M100388,48,19.33,100154,Vertex Solutions Brazil,PL04,P300,2025-02-22,,,1738540800000000000,INR
45000000448,00001,45000000448_00001,M100463,55,151.62,100078,Continental Automation Sweden,PL01,P100,2025-03-09,2025-03-22,55.0,1736985600000000000,EUR
45000000448,00002,45000000448_00002,M100146,49,31.69,100078,Continental Automation Sweden,PL03,P100,2025-01-17,,,1736985600000000000,EUR
45000000448,00003,45000000448_00003,M100352,58,9.09,100078,Continental Automation Sweden,PL04,P100,2025-01-19,2025-02-05,58.0,1736985600000000000,EUR
45000000448,00004,45000000448_00004,M100336,44,149.67,100078,Continental Automation Sweden,PL02,P100,2025-02-04,,,1736985600000000000,EUR
45000000449,00001,45000000449_00001,M100025,46,24.82,100035,Keystone Services Germany,PL01,P300,2025-02-10,2025-02-28,46.0,1738800000000000000,USD
45000000450,00001,45000000450_00001,M100186,47,29.15,100014,Summit Solutions UK,PL04,P300,2025-04-26,2025-05-25,47.0,1743897600000000000,USD
45000000450,00002,45000000450_00002,M100397,40,121.34,100014,Summit Solutions UK,PL01,P300,2025-05-04,2025-05-07,40.0,1743897600000000000,USD
45000000451,00001,45000000451_00001,M100495,48,15.75,100125,Summit Logistics Brazil,PL03,P200,2025-03-10,2025-03-24,48.0,1737849600000000000,USD
45000000451,00002,45000000451_00002,M100292,37,56.7,100125,Summit Logistics Brazil,PL01,P200,2025-01-30,2025-03-01,37.0,1737849600000000000,USD
45000000451,00003,45000000451_00003,M100034,54,60.26,100125,Summit Logistics Brazil,PL03,P200,2025-02-04,2025-02-04,54.0,1737849600000000000,USD
45000000452,00001,45000000452_00001,M100393,46,31.64,100092,Advance Works Canada,PL03,P200,2025-04-08,2025-04-18,46.0,1739145600000000000,EUR
45000000452,00002,45000000452_00002,M100290,51,11.43,100092,Advance Works Canada,PL03,P200,2025-04-02,2025-04-24,51.0,1739145600000000000,EUR
45000000452,00003,45000000452_00003,M100303,51,94.06,100092,Advance Works Canada,PL02,P200,2025-02-16,,,1739145600000000000,EUR
45000000453,00001,45000000453_00001,M100488,57,16.53,100148,Orion Technologies USA,PL03,P100,2025-06-26,2025-07-19,57.0,1750032000000000000,EUR
45000000454,00001,45000000454_00001,M100004,61,42.55,100069,Everest Enterprises Germany,PL02,P200,2025-07-25,2025-08-20,61.0,1750982400000000000,INR
45000000454,00002,45000000454_00002,M100212,42,37.42,100069,Everest Enterprises Germany,PL01,P200,2025-07-16,2025-08-12,42.0,1750982400000000000,INR
45000000455,00001,45000000455_00001,M100070,54,268.68,100064,Metro Engineering USA,PL02,P200,2025-06-03,2025-06-09,54.0,1748649600000000000,USD
45000000456,00001,45000000456_00001,M100324,58,159.66,100191,Sterling Dynamics India,PL04,P100,2025-08-25,2025-09-16,58.0,1750896000000000000,INR
45000000457,00001,45000000457_00001,M100038,49,9.89,100151,Everest Global Brazil,PL03,P300,2025-01-17,2025-01-24,49.0,1735689600000000000,USD
45000000457,00002,45000000457_00002,M100056,55,12.51,100151,Everest Global Brazil,PL04,P300,2025-01-29,2025-02-01,55.0,1735689600000000000,USD
45000000458,00001,45000000458_00001,M100158,48,4.21,100054,Unity Holdings Sweden,PL04,P300,2025-03-08,2025-03-19,48.0,1736380800000000000,USD
45000000458,00002,45000000458_00002,M100124,57,2.82,100054,Unity Holdings Sweden,PL01,P300,2025-03-08,2025-03-07,57.0,1736380800000000000,USD
45000000459,00001,45000000459_00001,M100139,46,7.04,100162,Crest Automation Germany,PL03,P300,2025-04-26,2025-04-23,46.0,1740528000000000000,INR
45000000460,00001,45000000460_00001,M100455,54,93.21,100142,Global Global Germany,PL03,P300,2025-03-17,2025-03-17,54.0,1738800000000000000,INR
45000000460,00002,45000000460_00002,M100301,51,25.67,100142,Global Global Germany,PL03,P300,2025-02-18,2025-02-21,51.0,1738800000000000000,INR
45000000460,00003,45000000460_00003,M100482,56,10.21,100142,Global Global Germany,PL04,P300,2025-03-22,2025-04-09,56.0,1738800000000000000,INR
45000000461,00001,45000000461_00001,M100270,45,109.06,100007,Sterling Materials India,PL03,P100,2025-05-21,2025-06-12,45.0,1743292800000000000,EUR
45000000461,00002,45000000461_00002,M100190,51,14.56,100007,Sterling Materials India,PL02,P100,2025-05-13,,,1743292800000000000,EUR
45000000461,00003,45000000461_00003,M100269,52,41.99,100007,Sterling Materials India,PL02,P100,2025-04-16,2025-04-24,52.0,1743292800000000000,EUR
45000000461,00004,45000000461_00004,M100383,42,18.28,100007,Sterling Materials India,PL02,P100,2025-04-26,2025-04-24,42.0,1743292800000000000,EUR
45000000461,00005,45000000461_00005,M100458,54,17.95,100007,Sterling Materials India,PL02,P100,2025-04-19,2025-04-30,54.0,1743292800000000000,EUR
45000000462,00001,45000000462_00001,M100420,49,51.41,100055,Pioneer Logistics Japan,PL03,P300,2025-06-27,2025-06-29,49.0,1750464000000000000,USD
45000000463,00001,45000000463_00001,M100376,44,33.76,100124,TruLine Parts Poland,PL03,P100,2025-02-09,2025-02-22,44.0,1735862400000000000,INR
45000000464,00001,45000000464_00001,M100427,45,284.34,100092,Advance Works Canada,PL04,P200,2025-02-22,2025-03-13,45.0,1737158400000000000,INR
45000000464,00002,45000000464_00002,M100443,48,53.23,100092,Advance Works Canada,PL02,P200,2025-02-12,,,1737158400000000000,INR
45000000465,00001,45000000465_00001,M100230,39,50.84,100062,Metro Solutions Mexico,PL04,P200,2025-01-08,2025-01-10,39.0,1735689600000000000,USD
45000000465,00002,45000000465_00002,M100287,42,22.09,100062,Metro Solutions Mexico,PL02,P200,2025-02-04,2025-02-22,42.0,1735689600000000000,USD
45000000466,00001,45000000466_00001,M100132,55,57.54,100123,Sterling Industries Poland,PL04,P200,2025-06-02,,,1744934400000000000,USD
45000000466,00002,45000000466_00002,M100157,49,129.68,100123,Sterling Industries Poland,PL03,P200,2025-05-21,2025-05-18,49.0,1744934400000000000,USD
45000000467,00001,45000000467_00001,M100475,54,49.84,100023,Orion Enterprises UK,PL03,P200,2025-04-30,2025-05-26,54.0,1743379200000000000,INR
45000000467,00002,45000000467_00002,M100028,50,40.37,100023,Orion Enterprises UK,PL03,P200,2025-04-28,2025-05-23,50.0,1743379200000000000,INR
45000000468,00001,45000000468_00001,M100210,46,152.34,100193,Everest Logistics Canada,PL04,P300,2025-06-24,2025-07-15,46.0,1748390400000000000,INR
45000000468,00002,45000000468_00002,M100084,59,551.77,100193,Everest Logistics Canada,PL04,P300,2025-06-27,2025-07-08,59.0,1748390400000000000,INR
