EBELN,BUKRS,LIFNR,EKORG,AEDAT,NETWR,WAERS,BSTAT
45000000451,2000,100125,P200,2025-01-26,6107.94,USD,
45000000452,3000,100092,P200,2025-02-10,6835.43,EUR,A
45000000453,2000,100148,P100,2025-06-16,942.21,EUR,B
45000000454,3000,100069,P200,2025-06-27,4167.19,INR,B
45000000455,1000,100064,P200,2025-05-31,14508.72,USD,B
45000000456,2000,100191,P100,2025-06-26,9260.28,INR,B
45000000457,3000,100151,P300,2025-01-01,1172.66,USD,B
45000000458,1000,100054,P300,2025-01-09,362.82,USD,B
45000000459,3000,100162,P300,2025-02-26,323.84,INR,A
45000000460,2000,100142,P300,2025-02-06,6914.27,INR,
45000000461,2000,100007,P100,2025-03-30,9570.8,EUR,
45000000462,3000,100055,P300,2025-06-21,2519.09,USD,A
45000000463,2000,100124,P100,2025-01-03,1485.44,INR,B
45000000464,2000,100092,P200,2025-01-18,15350.34,INR,B
45000000465,1000,100062,P200,2025-01-01,2910.54,USD,B
45000000466,1000,100123,P200,2025-04-18,9519.02,USD,A
45000000467,3000,100023,P200,2025-03-31,4709.86,INR,A
45000000468,3000,100193,P300,2025-05-28,39562.07,INR,
45000000469,1000,100162,P100,2025-04-26,5657.68,USD,
45000000470,2000,100176,P100,2025-03-23,26810.5,INR,A
45000000471,2000,100109,P100,2025-02-13,228.4,EUR,
45000000472,1000,100180,P200,2025-05-21,7269.15,EUR,B
45000000473,3000,100048,P100,2025-05-04,532.84,USD,B
45000000474,3000,100146,P200,2025-02-12,3907.69,INR,
45000000475,2000,100039,P100,2025-01-26,39794.61,INR,A
45000000476,3000,100156,P300,2025-06-28,13978.83,EUR,B
45000000477,3000,100109,P200,2025-03-09,8985.02,USD,
45000000478,1000,100082,P200,2025-01-25,4769.96,EUR,B
45000000479,1000,100053,P100,2025-05-06,20175.72,USD,
45000000480,1000,100182,P200,2025-04-20,1848.51,EUR,B
45000000481,2000,100134,P100,2025-06-03,2091.13,INR,
45000000482,1000,100169,P300,2025-02-22,1246.86,USD,
45000000483,1000,100082,P200,2025-05-02,3607.6,USD,A
45000000484,3000,100188,P200,2025-05-06,4097.45,INR,B
45000000485,2000,100157,P100,2025-05-20,6694.2,USD,A
45000000486,1000,100174,P200,2025-04-05,5189.05,INR,A
45000000487,2000,100122,P200,2025-04-23,2233.08,INR,A
45000000488,1000,100074,P100,2025-05-25,11373.11,EUR,B
45000000489,1000,100039,P300,2025-01-25,8819.01,USD,B
45000000490,3000,100146,P100,2025-04-16,17585.75,EUR,
45000000491,3000,100088,P200,2025-04-10,387.44,EUR,B
45000000492,3000,100121,P100,2025-05-02,4368.66,USD,A
45000000493,2000,100178,P300,2025-01-21,1125.6,INR,B
45000000494,3000,100005,P300,2025-05-27,3827.13,EUR,B
45000000495,1000,100181,P200,2025-02-07,36091.67,INR,
45000000496,1000,100081,P100,2025-02-24,14501.49,INR,A
45000000497,3000,100107,P200,2025-01-21,3734.06,INR,B
45000000498,3000,100135,P200,2025-02-07,7608.51,USD,B
45000000499,1000,100126,P200,2025-01-18,3256.63,EUR,A
45000000500,2000,100002,P200,2025-05-22,494.45,EUR,A
45000000501,3000,100070,P300,2025-01-04,3865.05,EUR,B
45000000502,1000,100186,P200,2025-04-18,4058.58,INR,
45000000503,3000,100180,P300,2025-05-26,3946.48,INR,
45000000504,1000,100026,P200,2025-05-25,737.0,EUR,A
45000000505,2000,100154,P200,2025-04-16,6915.49,EUR,A
45000000506,3000,100049,P200,2025-05-27,12198.22,INR,
45000000507,2000,100040,P100,2025-03-12,7367.6,EUR,B
45000000508,3000,100023,P200,2025-06-24,8598.65,INR,A
45000000509,3000,100052,P100,2025-03-26,4141.97,INR,B
45000000510,2000,100015,P200,2025-05-02,221.37,INR,A
45000000511,2000,100180,P200,2025-03-19,528.41,USD,B
45000000512,1000,100045,P100,2025-06-25,9548.07,INR,A
45000000513,2000,100091,P200,2025-04-24,6723.38,EUR,A
45000000514,3000,100031,P100,2025-06-04,7722.74,INR,A
45000000515,2000,100065,P300,2025-02-24,4124.4,USD,B
45000000516,1000,100052,P300,2025-04-06,903.0,INR,
45000000517,3000,100017,P300,2025-03-21,1345.24,USD,
45000000518,3000,100037,P100,2025-05-15,2569.2,INR,
45000000519,1000,100195,P100,2025-02-21,2098.32,INR,A
45000000520,2000,100089,P300,2025-01-13,3613.72,INR,A
45000000521,2000,100185,P300,2025-04-05,3769.53,USD,B
45000000522,3000,100067,P100,2025-02-01,15466.29,INR,A
45000000523,3000,100198,P200,2025-05-06,2031.6,INR,A
45000000524,3000,100061,P200,2025-05-31,2123.06,USD,
45000000525,3000,100054,P300,2025-03-08,60427.59,INR,A
45000000526,2000,100177,P100,2025-01-08,1620.62,INR,B
45000000527,1000,100055,P300,2025-02-24,7853.52,INR,B
45000000528,2000,100183,P300,2025-02-22,426.57,USD,B
45000000529,3000,100180,P100,2025-01-06,5095.41,USD,
45000000530,1000,100135,P300,2025-06-15,621.3,INR,
45000000531,3000,100153,P200,2025-03-06,1899.3,EUR,B
45000000532,2000,100139,P200,2025-06-14,28273.76,USD,A
45000000533,2000,100063,P100,2025-04-28,3934.65,USD,A
45000000534,3000,100146,P300,2025-06-23,9553.26,USD,B
45000000535,1000,100008,P300,2025-01-27,8069.88,EUR,A
45000000536,3000,100038,P300,2025-05-24,1395.96,EUR,A
45000000537,3000,100048,P100,2025-03-18,36655.34,USD,
45000000538,2000,100151,P300,2025-03-28,7132.48,USD,A
45000000539,3000,100039,P300,2025-03-08,20520.36,EUR,A
45000000540,1000,100047,P300,2025-02-18,1376.4,INR,
45000000541,2000,100130,P300,2025-06-03,1491.69,USD,B
45000000542,3000,100195,P100,2025-02-05,928.24,EUR,A
45000000543,2000,100067,P200,2025-03-17,1729.98,USD,A
45000000544,3000,100084,P300,2025-01-10,6911.85,EUR,
45000000545,3000,100128,P300,2025-03-29,11913.6,INR,B
45000000546,3000,100024,P200,2025-05-17,22809.47,EUR,A
45000000547,2000,100017,P100,2025-05-10,4902.68,EUR,B
45000000548,2000,100076,P100,2025-02-16,680.85,USD,
45000000549,3000,100057,P300,2025-03-08,4831.34,INR,B
45000000550,3000,100129,P100,2025-03-27,1055.7,INR,A
45000000551,3000,100068,P200,2025-02-27,25142.56,USD,A
45000000552,2000,100166,P300,2025-04-06,19896.82,USD,A
45000000553,2000,100105,P100,2025-01-31,13232.78,EUR,B
45000000554,3000,100143,P100,2025-05-29,9780.91,USD,
45000000555,1000,100003,P300,2025-05-09,17200.36,USD,B
45000000556,2000,100020,P100,2025-03-18,1532.72,INR,
45000000557,2000,100099,P200,2025-02-21,5856.81,EUR,A
45000000558,2000,100104,P300,2025-02-06,4607.3,INR,
45000000559,2000,100089,P300,2025-05-05,932.58,INR,A
45000000560,1000,100138,P100,2025-06-12,807.3,USD,A
45000000561,1000,100181,P300,2025-02-23,15801.54,INR,A
45000000562,1000,100130,P300,2025-01-23,907.29,USD,B
45000000563,2000,100026,P200,2025-04-20,12724.66,USD,A
45000000564,1000,100181,P300,2025-01-02,713.64,INR,B
45000000565,1000,100017,P200,2025-04-06,14593.75,EUR,
45000000566,3000,100160,P100,2025-01-05,960.54,EUR,B
45000000567,1000,100137,P300,2025-03-05,17945.11,USD,A
45000000568,1000,100186,P200,2025-02-03,3151.29,EUR,B
45000000569,1000,100088,P100,2025-03-20,1082.84,INR,A
45000000570,2000,100127,P300,2025-03-16,3521.93,EUR,B
45000000571,2000,100038,P200,2025-05-15,17730.43,EUR,
45000000572,2000,100195,P200,2025-03-29,2546.7,INR,
45000000573,1000,100065,P100,2025-04-14,6249.42,INR,B
45000000574,1000,100131,P300,2025-02-03,15938.16,INR,B
45000000575,1000,100073,P100,2025-05-10,2157.68,USD,B
45000000576,1000,100170,P200,2025-06-16,54641.47,EUR,A
45000000577,3000,100150,P100,2025-05-17,5578.59,EUR,
45000000578,1000,100114,P300,2025-06-19,8564.85,INR,
45000000579,1000,100089,P200,2025-06-26,5474.25,USD,A
45000000580,3000,100173,P200,2025-02-01,19574.55,USD,B
45000000581,1000,100078,P300,2025-02-09,14206.3,EUR,B
45000000582,2000,100011,P200,2025-01-03,3948.91,EUR,
45000000583,3000,100043,P200,2025-06-19,2210.84,EUR,B
45000000584,1000,100073,P200,2025-06-29,22369.36,INR,B
45000000585,1000,100200,P200,2025-06-08,9786.92,INR,
45000000586,1000,100066,P300,2025-05-08,200.81,INR,A
45000000587,1000,100003,P200,2025-05-14,265.72,EUR,A
45000000588,1000,100157,P100,2025-03-17,4562.73,EUR,A
45000000589,3000,100160,P200,2025-02-23,1098.72,USD,
45000000590,1000,100027,P300,2025-01-01,13590.06,INR,
45000000591,3000,100034,P200,2025-05-27,18657.91,INR,
45000000592,1000,100053,P300,2025-05-11,4995.88,EUR,
45000000593,3000,100100,P100,2025-03-07,31835.45,USD,A
45000000594,2000,100009,P100,2025-03-09,7218.64,INR,
45000000595,2000,100145,P200,2025-01-11,6814.92,EUR,A
45000000596,3000,100158,P100,2025-04-20,8755.66,INR,
45000000597,1000,100014,P300,2025-01-03,13815.1,EUR,
45000000598,2000,100022,P200,2025-03-26,14966.3,EUR,A
45000000599,2000,100009,P200,2025-01-24,15972.01,INR,
45000000600,2000,100060,P200,2025-04-13,2338.41,USD,A
45000000601,2000,100173,P200,2025-06-26,4488.3,EUR,
45000000602,1000,100096,P300,2025-01-29,188.77,EUR,
45000000603,1000,100147,P200,2025-02-10,2824.04,EUR,A
45000000604,3000,100164,P200,2025-05-26,5237.14,INR,B
45000000605,2000,100197,P300,2025-04-08,1601.32,INR,B
45000000606,2000,100096,P200,2025-02-03,33624.56,INR,A
45000000607,1000,100061,P100,2025-04-23,10443.14,USD,B
45000000608,1000,100019,P300,2025-03-22,3675.64,EUR,B
45000000609,3000,100067,P300,2025-05-28,15317.88,INR,B
45000000610,3000,100002,P300,2025-03-28,2216.31,EUR,B
45000000611,1000,100064,P200,2025-06-08,5129.11,EUR,B
45000000612,2000,100016,P200,2025-03-05,260.35,EUR,B
45000000613,2000,100035,P100,2025-06-14,1485.0,EUR,B
45000000614,1000,100110,P300,2025-01-14,9151.5,INR,B
45000000615,2000,100173,P100,2025-05-01,5687.0,INR,A
45000000616,1000,100092,P200,2025-03-24,1721.62,USD,
45000000617,1000,100088,P300,2025-05-10,6359.91,EUR,A
45000000618,1000,100042,P100,2025-04-14,7138.11,USD,A
45000000619,2000,100103,P100,2025-05-27,26203.84,USD,A
45000000620,1000,100095,P200,2025-03-22,23216.31,EUR,B
45000000621,1000,100125,P200,2025-01-05,28250.1,USD,
45000000622,3000,100146,P100,2025-05-23,7308.3,INR,B
45000000623,3000,100057,P200,2025-06-08,3625.11,EUR,B
45000000624,3000,100048,P300,2025-02-22,1401.32,USD,A
45000000625,1000,100185,P100,2025-04-04,3135.37,USD,A
45000000626,3000,100186,P300,2025-05-24,690.0,USD,B
45000000627,2000,100171,P300,2025-06-18,2000.25,USD,
45000000628,3000,100140,P100,2025-01-25,2081.3,INR,A
45000000629,3000,100132,P200,2025-04-01,3402.6,EUR,B
45000000630,3000,100100,P100,2025-04-06,2707.6,INR,
45000000631,1000,100141,P300,2025-05-07,14858.02,EUR,B
45000000632,1000,100113,P200,2025-04-15,25055.32,EUR,
45000000633,1000,100097,P200,2025-02-18,3220.09,INR,A
45000000634,3000,100009,P200,2025-02-18,579.15,INR,A
45000000635,3000,100128,P300,2025-01-12,3032.5,EUR,
45000000636,2000,100162,P300,2025-04-26,2133.84,EUR,B
45000000637,2000,100165,P100,2025-02-04,6759.9,EUR,B
45000000638,3000,100067,P200,2025-01-13,2164.04,EUR,A
45000000639,1000,100155,P300,2025-05-11,7923.44,EUR,
45000000640,1000,100097,P200,2025-02-02,10105.87,EUR,B
45000000641,2000,100078,P300,2025-06-05,158.1,USD,A
45000000642,3000,100114,P100,2025-06-05,322.3,USD,A
45000000643,2000,100185,P200,2025-03-29,3063.48,INR,
45000000644,3000,100170,P300,2025-04-16,25964.65,EUR,B
45000000645,3000,100111,P300,2025-03-18,198.8,USD,B
45000000646,3000,100033,P100,2025-05-22,20855.76,INR,
45000000647,3000,100030,P200,2025-06-09,7034.44,EUR,A
45000000648,1000,100072,P300,2025-06-22,5227.81,EUR,
45000000649,3000,100149,P300,2025-05-09,1324.14,EUR,A
45000000650,2000,100068,P300,2025-01-30,48596.18,USD,B
45000000651,3000,100064,P300,2025-05-27,1762.04,USD,B
45000000652,2000,100139,P200,2025-05-17,1783.04,INR,B
45000000653,1000,100054,P200,2025-01-28,5906.94,INR,
45000000654,1000,100145,P100,2025-06-21,1877.85,USD,
45000000655,3000,100075,P200,2025-03-15,2246.64,INR,
45000000656,2000,100062,P100,2025-06-26,7990.6,EUR,
45000000657,2000,100137,P100,2025-04-02,3273.76,EUR,B
45000000658,1000,100131,P300,2025-05-24,6891.06,EUR,B
45000000659,1000,100160,P300,2025-04-10,5687.63,EUR,A
45000000660,3000,100045,P100,2025-06-27,3949.8,USD,A
45000000661,3000,100114,P200,2025-04-17,8612.18,EUR,
45000000662,3000,100003,P200,2025-01-04,135.36,INR,B
45000000663,1000,100083,P300,2025-04-24,3063.32,EUR,B
45000000664,2000,100114,P300,2025-06-15,6200.46,EUR,B
45000000665,1000,100095,P300,2025-06-04,8595.96,INR,A
45000000666,1000,100057,P300,2025-04-25,886.94,INR,
45000000667,3000,100185,P300,2025-02-14,7120.8,INR,A
45000000668,2000,100118,P200,2025-01-11,2238.78,EUR,A
45000000669,1000,100113,P300,2025-02-03,6629.8,USD,
45000000670,2000,100057,P300,2025-03-26,873.92,INR,
45000000671,2000,100021,P300,2025-02-09,1956.5,INR,B
45000000672,3000,100158,P200,2025-06-07,11453.83,USD,B
45000000673,2000,100169,P100,2025-05-21,1233.26,EUR,A
45000000674,1000,100008,P100,2025-05-15,1018.13,EUR,
45000000675,1000,100126,P200,2025-05-10,43906.23,EUR,B
45000000676,1000,100179,P200,2025-04-14,4397.98,INR,
45000000677,2000,100143,P200,2025-06-19,10662.64,USD,A
45000000678,3000,100075,P300,2025-02-25,885.5,USD,B
45000000679,1000,100128,P100,2025-06-16,3120.75,EUR,A
45000000680,1000,100120,P300,2025-04-25,11025.95,EUR,B
45000000681,1000,100059,P300,2025-03-04,7179.9,USD,A
45000000682,2000,100107,P200,2025-01-30,4403.43,EUR,B
45000000683,1000,100016,P300,2025-03-14,4845.42,USD,B
45000000684,2000,100181,P200,2025-05-11,11044.5,INR,A
45000000685,1000,100063,P200,2025-06-16,298.35,EUR,
45000000686,1000,100066,P300,2025-01-25,462.97,EUR,
45000000687,1000,100168,P100,2025-06-10,1702.66,EUR,B
45000000688,3000,100093,P200,2025-02-24,1693.88,INR,
45000000689,3000,100140,P300,2025-05-18,9846.25,USD,B
45000000690,3000,100168,P300,2025-01-19,2645.5,INR,
45000000691,3000,100043,P200,2025-04-28,6250.43,INR,
45000000692,1000,100199,P100,2025-01-19,5481.4,USD,B
45000000693,3000,100077,P100,2025-01-19,1648.62,USD,A
45000000694,2000,100010,P300,2025-04-10,12652.8,USD,A
45000000695,1000,100035,P200,2025-03-22,9321.63,EUR,
45000000696,1000,100047,P300,2025-05-17,41319.45,EUR,B
45000000697,3000,100165,P300,2025-01-17,4604.42,INR,B
45000000698,2000,100140,P300,2025-01-19,16676.1,INR,A
45000000699,2000,100120,P300,2025-06-25,6611.79,INR,A
45000000700,2000,100168,P200,2025-04-23,8468.09,EUR,
45000000701,1000,100003,P300,2025-05-02,847.21,INR,
45000000702,3000,100122,P200,2025-04-11,1824.22,EUR,
45000000703,3000,100182,P300,2025-03-18,8858.5,EUR,A
45000000704,3000,100040,P300,2025-01-03,10123.03,INR,
45000000705,1000,100024,P300,2025-01-11,3354.54,EUR,A
45000000706,3000,100139,P100,2025-05-18,2098.56,USD,
45000000707,1000,100153,P200,2025-03-30,7760.04,EUR,B
45000000708,1000,100082,P100,2025-02-06,3766.94,INR,B
45000000709,1000,100044,P100,2025-03-06,5674.18,INR,B
45000000710,1000,100179,P300,2025-05-26,2591.8,USD,B
45000000711,1000,100109,P200,2025-05-21,35931.36,EUR,
45000000712,1000,100023,P100,2025-03-06,1039.15,EUR,B
45000000713,2000,100040,P200,2025-05-05,2872.0,INR,B
45000000714,1000,100142,P100,2025-06-17,5309.78,USD,B
45000000715,1000,100071,P200,2025-01-18,4110.4,USD,A
45000000716,3000,100182,P300,2025-03-26,9969.07,USD,B
45000000717,1000,100174,P300,2025-05-30,463.15,EUR,A
45000000718,2000,100198,P100,2025-03-22,11504.25,INR,A
45000000719,1000,100003,P300,2025-03-05,2367.54,EUR,B
45000000720,2000,100094,P200,2025-04-22,116.13,INR,B
45000000721,2000,100172,P200,2025-03-26,3563.52,USD,A
45000000722,2000,100149,P300,2025-03-20,8385.84,INR,
45000000723,3000,100080,P100,2025-06-15,6221.69,USD,
45000000724,1000,100079,P200,2025-05-18,200.38,EUR,B
45000000725,3000,100160,P100,2025-01-20,943.18,INR,B
45000000726,1000,100145,P300,2025-06-11,3413.87,EUR,A
45000000727,1000,100069,P100,2025-06-01,12231.08,EUR,A
45000000728,3000,100061,P200,2025-05-20,1489.95,EUR,
45000000729,2000,100192,P100,2025-04-04,4526.13,EUR,B
45000000730,1000,100199,P200,2025-03-16,169.84,EUR,B
45000000731,2000,100047,P200,2025-01-24,1652.64,EUR,
45000000732,1000,100024,P300,2025-06-19,10722.62,EUR,
45000000733,1000,100075,P200,2025-05-12,512.5,INR,
45000000734,3000,100058,P300,2025-05-25,975.0,INR,B
45000000735,2000,100150,P100,2025-05-04,3061.87,INR,A
45000000736,1000,100150,P200,2025-03-01,7926.24,USD,
45000000737,3000,100055,P100,2025-01-11,5950.56,EUR,A
45000000738,2000,100185,P200,2025-04-10,6531.1,INR,
45000000739,2000,100175,P100,2025-06-16,23093.9,EUR,B
45000000740,2000,100018,P300,2025-06-12,8025.52,USD,B
45000000741,3000,100023,P100,2025-05-20,1505.92,USD,B
45000000742,2000,100088,P300,2025-04-07,1003.29,EUR,
45000000743,2000,100085,P200,2025-05-13,5142.17,INR,B
45000000744,2000,100006,P200,2025-04-14,8955.45,USD,A
45000000745,1000,100157,P300,2025-06-04,1315.87,INR,A
45000000746,1000,100124,P100,2025-02-12,15178.8,EUR,B
45000000747,1000,100075,P100,2025-03-13,53101.62,INR,
45000000748,3000,100136,P300,2025-04-03,1793.05,INR,B
45000000749,2000,100167,P200,2025-02-28,863.46,EUR,
45000000750,3000,100057,P200,2025-05-04,2425.44,USD,
45000000751,1000,100025,P300,2025-06-01,2014.23,USD,
45000000752,1000,100118,P100,2025-03-04,773.64,EUR,B
45000000753,1000,100144,P300,2025-02-11,254.49,EUR,
45000000754,1000,100054,P100,2025-05-27,68204.3,INR,A
45000000755,3000,100135,P200,2025-02-16,661.98,EUR,B
45000000756,1000,100047,P300,2025-06-13,5607.77,EUR,B
45000000757,1000,100052,P100,2025-03-14,1497.84,USD,B
45000000758,2000,100169,P100,2025-05-01,1587.0,INR,A
45000000759,1000,100016,P300,2025-06-03,15471.76,INR,B
45000000760,3000,100030,P200,2025-06-18,18519.84,INR,B
45000000761,2000,100067,P200,2025-06-25,6863.18,EUR,B
45000000762,1000,100108,P200,2025-01-18,1909.18,USD,
45000000763,1000,100014,P100,2025-01-28,1062.0,EUR,B
45000000764,2000,100033,P100,2025-06-25,21748.51,EUR,
45000000765,2000,100001,P300,2025-02-15,8040.24,EUR,
45000000766,3000,100078,P100,2025-05-17,5382.91,INR,A
45000000767,1000,100163,P300,2025-06-18,2159.04,EUR,
45000000768,3000,100101,P200,2025-06-23,4284.18,EUR,A
45000000769,1000,100072,P300,2025-04-05,1080.94,EUR,A
45000000770,2000,100092,P200,2025-02-28,4452.11,USD,B
45000000771,3000,100126,P100,2025-06-28,4062.24,USD,
45000000772,2000,100003,P100,2025-03-07,4797.76,INR,A
45000000773,3000,100010,P200,2025-06-03,8172.57,USD,
45000000774,3000,100190,P300,2025-01-02,2291.08,INR,B
45000000775,1000,100001,P300,2025-05-14,2288.38,INR,A
45000000776,1000,100002,P300,2025-06-17,674.37,USD,A
45000000777,1000,100005,P100,2025-04-03,1966.84,USD,B
45000000778,2000,100125,P200,2025-05-30,3970.4,EUR,A
45000000779,2000,100111,P300,2025-05-25,2203.68,USD,B
45000000780,1000,100130,P200,2025-04-12,2947.8,EUR,B
45000000781,1000,100018,P200,2025-05-04,3929.64,EUR,B
45000000782,2000,100057,P200,2025-05-04,7308.62,EUR,A
45000000783,2000,100048,P300,2025-06-30,10996.42,INR,B
45000000784,3000,100058,P100,2025-01-31,3127.26,USD,B
45000000785,1000,100046,P100,2025-02-11,10109.45,EUR,A
45000000786,3000,100081,P300,2025-03-28,4532.64,EUR,B
45000000787,1000,100012,P100,2025-06-30,23852.94,USD,B
45000000788,1000,100199,P100,2025-01-02,5394.37,USD,B
45000000789,1000,100169,P100,2025-04-22,7012.2,USD,
45000000790,1000,100180,P300,2025-04-05,8550.6,INR,B
45000000791,2000,100187,P300,2025-04-09,6177.0,EUR,B
45000000792,3000,100096,P300,2025-03-15,12365.16,INR,
45000000793,2000,100169,P200,2025-06-13,5199.48,INR,
45000000794,3000,100043,P200,2025-06-18,8744.75,INR,
45000000795,3000,100091,P300,2025-06-03,5668.21,EUR,
45000000796,1000,100189,P300,2025-06-07,2884.03,INR,A
45000000797,3000,100183,P100,2025-03-03,4138.0,INR,
45000000798,2000,100045,P200,2025-03-12,2118.22,EUR,A
45000000799,3000,100078,P100,2025-04-14,373.38,EUR,
45000000800,1000,100084,P100,2025-06-30,8850.71,EUR,A
45000000801,3000,100002,P200,2025-05-24,1797.33,USD,A
45000000802,3000,100070,P100,2025-02-27,5790.24,USD,A
45000000803,1000,100152,P200,2025-05-28,1684.34,INR,A
45000000804,1000,100170,P300,2025-05-10,8526.7,INR,B
45000000805,2000,100193,P100,2025-03-17,3478.56,EUR,A
45000000806,3000,100058,P200,2025-05-18,5408.07,EUR,A
45000000807,3000,100191,P200,2025-04-07,24879.08,INR,A
45000000808,3000,100135,P200,2025-04-28,9708.0,EUR,
45000000809,1000,100181,P200,2025-05-04,2242.24,INR,A
45000000810,1000,100088,P300,2025-06-12,20363.66,EUR,
45000000811,2000,100057,P200,2025-03-22,1537.76,EUR,B
45000000812,3000,100069,P200,2025-01-03,1569.36,INR,A
45000000813,2000,100108,P300,2025-01-24,16360.09,EUR,A
45000000814,3000,100022,P100,2025-01-20,4105.32,USD,A
45000000815,1000,100072,P300,2025-04-01,5605.62,USD,
45000000816,1000,100041,P200,2025-06-24,8231.13,EUR,
45000000817,3000,100157,P100,2025-03-02,2091.18,USD,
45000000818,1000,100126,P100,2025-02-28,1504.35,EUR,A
45000000819,1000,100082,P100,2025-02-09,17195.46,INR,B
45000000820,2000,100181,P300,2025-06-19,17917.92,INR,B
45000000821,2000,100043,P200,2025-01-11,5352.72,EUR,A
45000000822,3000,100181,P200,2025-05-07,3231.36,USD,
45000000823,2000,100052,P200,2025-05-11,3970.72,INR,B
45000000824,1000,100176,P300,2025-02-02,4821.78,USD,A
45000000825,1000,100051,P300,2025-05-19,6912.39,USD,A
45000000826,1000,100195,P200,2025-06-25,28838.24,INR,B
45000000827,2000,100165,P200,2025-05-13,1252.5,EUR,
45000000828,3000,100087,P100,2025-01-04,16851.1,USD,B
45000000829,2000,100060,P200,2025-01-26,6299.16,EUR,A
45000000830,3000,100117,P200,2025-02-17,15074.88,INR,A
45000000831,3000,100107,P200,2025-05-01,1199.94,USD,
45000000832,2000,100019,P100,2025-05-08,11794.67,USD,B
45000000833,2000,100051,P200,2025-04-06,846.09,USD,A
45000000834,3000,100004,P100,2025-02-16,20312.48,EUR,B
45000000835,1000,100198,P300,2025-02-28,4718.16,USD,
45000000836,2000,100084,P200,2025-05-23,2686.6,INR,
45000000837,2000,100073,P100,2025-02-08,8645.71,INR,A
45000000838,1000,100006,P300,2025-05-08,5274.72,EUR,B
45000000839,2000,100160,P200,2025-03-22,9664.5,USD,B
45000000840,1000,100117,P200,2025-05-26,5999.6,INR,B
45000000841,1000,100189,P100,2025-02-11,12736.15,USD,A
45000000842,1000,100075,P200,2025-06-11,32917.02,EUR,A
45000000843,2000,100048,P200,2025-03-08,1678.04,EUR,B
45000000844,2000,100136,P100,2025-03-07,5953.93,USD,
45000000845,3000,100047,P300,2025-03-31,2929.74,INR,B
45000000846,3000,100079,P300,2025-05-28,4639.8,EUR,
45000000847,2000,100106,P200,2025-03-14,3850.76,EUR,B
45000000848,3000,100087,P200,2025-05-05,2314.2,INR,A
45000000849,2000,100068,P200,2025-06-07,368.52,EUR,
45000000850,3000,100005,P200,2025-02-12,2175.2,USD,B
45000000851,3000,100136,P200,2025-06-06,24626.24,INR,
45000000852,2000,100031,P100,2025-02-11,36505.71,USD,A
45000000853,2000,100093,P300,2025-06-17,1861.67,USD,B
45000000854,2000,100100,P200,2025-06-15,3565.2,USD,A
45000000855,3000,100154,P200,2025-05-31,3739.51,USD,
45000000856,1000,100031,P100,2025-02-17,12525.85,EUR,
45000000857,2000,100079,P300,2025-06-19,1414.8,EUR,B
45000000858,1000,100088,P100,2025-01-21,408.48,USD,
45000000859,1000,100006,P200,2025-01-25,373.5,EUR,
45000000860,2000,100172,P300,2025-01-07,5073.14,INR,
45000000861,3000,100105,P100,2025-03-09,4925.76,INR,B
45000000862,2000,100107,P100,2025-04-10,2218.26,INR,B
45000000863,2000,100189,P300,2025-03-14,4313.01,INR,
45000000864,1000,100104,P100,2025-05-15,12109.5,INR,B
45000000865,2000,100045,P200,2025-04-02,30965.75,USD,B
45000000866,3000,100127,P200,2025-03-11,4297.77,INR,B
45000000867,1000,100023,P300,2025-05-19,7633.1,EUR,A
45000000868,3000,100102,P300,2025-06-11,2699.29,EUR,A
45000000869,3000,100028,P300,2025-05-15,414.0,EUR,A
45000000870,2000,100072,P300,2025-03-30,20787.25,INR,
45000000871,2000,100034,P200,2025-04-24,13153.4,USD,A
45000000872,2000,100054,P100,2025-02-09,2818.48,INR,B
45000000873,2000,100170,P200,2025-02-04,3336.19,USD,B
45000000874,3000,100073,P200,2025-01-03,7341.32,USD,A
45000000875,2000,100036,P200,2025-01-03,1389.24,EUR,
45000000876,3000,100029,P200,2025-01-02,7183.04,INR,A
45000000877,2000,100006,P200,2025-05-24,2240.46,INR,
45000000878,2000,100169,P200,2025-06-15,2902.0,INR,A
45000000879,2000,100055,P300,2025-01-21,2644.9,INR,B
45000000880,3000,100029,P300,2025-06-06,14374.64,USD,A
45000000881,3000,100066,P300,2025-06-16,8048.98,USD,A
45000000882,1000,100121,P100,2025-02-18,10178.9,INR,A
45000000883,3000,100130,P200,2025-01-29,3569.46,EUR,A
45000000884,3000,100140,P300,2025-03-11,16419.94,USD,
45000000885,1000,100161,P100,2025-03-24,357.75,INR,B
45000000886,1000,100015,P100,2025-01-06,2394.9,USD,A
45000000887,3000,100056,P200,2025-02-02,1408.8,EUR,
45000000888,1000,100193,P100,2025-03-01,22826.19,INR,A
45000000889,2000,100017,P200,2025-02-25,988.39,USD,A
45000000890,2000,100138,P300,2025-04-06,4799.65,INR,A
45000000891,1000,100182,P100,2025-01-21,6441.5,USD,A
45000000892,3000,100015,P200,2025-01-19,4814.55,INR,
45000000893,2000,100094,P100,2025-03-06,1546.11,INR,B
45000000894,2000,100155,P200,2025-03-05,1672.47,INR,B
45000000895,1000,100020,P200,2025-01-09,8292.05,EUR,
45000000896,3000,100001,P100,2025-05-14,8972.82,USD,A
45000000897,2000,100037,P200,2025-06-24,4559.0,INR,B
45000000898,3000,100155,P300,2025-01-11,5914.84,EUR,
45000000899,2000,100049,P300,2025-03-06,2247.0,USD,
45000000900,1000,100071,P300,2025-04-03,608.97,INR,
45000000901,3000,100050,P200,2025-03-02,17957.28,USD,
